layer,trial_index,tile_size,execution_time
layer_6,141,"[[31, [13, 1, 1, 1, 1]], [33, [1, 16, 1, 1, 1]], [35, [72, 1, 1]], [62, 2], [68, 0], [74, 2], [101, 4]]",[0.00018015831958762885]
layer_6,142,"[[31, [1, 13, 1, 1, 1]], [33, [8, 2, 1, 1, 1]], [35, [6, 12, 1]], [62, 2], [68, 0], [74, 0], [101, 4]]",[1.8428571470160117e-05]
layer_6,143,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 2], [68, 0], [74, 2], [101, 3]]",[1.1101855420543003e-05]
layer_6,144,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 2], [74, 0], [101, 4]]",[4.0236262243735766e-05]
layer_6,145,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [72, 1, 1]], [62, 2], [68, 0], [74, 2], [101, 3]]",[6.933615213442324e-05]
layer_6,146,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [72, 1, 1]], [62, 2], [68, 3], [74, 2], [101, 0]]",[9.037296007046388e-05]
layer_6,147,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 3], [74, 1], [101, 1]]",[9.587983229036295e-05]
layer_6,148,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 2, 1]], [62, 2], [68, 1], [74, 3], [101, 1]]",[10000000000]
layer_6,149,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 2, 1]], [62, 2], [68, 1], [74, 2], [101, 1]]",[1.749568560289613e-05]
layer_6,150,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 1], [74, 2], [101, 1]]",[1.7500248120300752e-05]
layer_6,151,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 1], [74, 3], [101, 1]]",[10000000000]
layer_6,152,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 0], [74, 2], [101, 3]]",[5.8437711267605634e-05]
layer_6,153,"[[31, [1, 13, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [6, 12, 1]], [62, 2], [68, 0], [74, 1], [101, 4]]",[1.9012843497428358e-05]
layer_6,154,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 1, 2]], [62, 1], [68, 1], [74, 0], [101, 1]]",[1.615534638180565e-05]
layer_6,155,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 2], [74, 1], [101, 4]]",[1.1786274301336574e-05]
layer_6,156,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 2], [74, 1], [101, 4]]",[1.1785859924690694e-05]
layer_6,157,"[[31, [1, 13, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 0], [74, 2], [101, 4]]",[8.652459e-05]
layer_6,158,"[[31, [1, 13, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [8, 3, 3]], [62, 1], [68, 0], [74, 2], [101, 4]]",[8.653991967403958e-05]
layer_6,159,"[[31, [13, 1, 1, 1, 1]], [33, [1, 16, 1, 1, 1]], [35, [72, 1, 1]], [62, 2], [68, 3], [74, 2], [101, 4]]",[0.00019680868467336683]
layer_6,160,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 1], [74, 2], [101, 3]]",[1.6340457985320173e-05]
layer_6,161,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [72, 1, 1]], [62, 2], [68, 0], [74, 0], [101, 3]]",[7.18932708032708e-05]
layer_6,162,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [36, 2, 1]], [62, 2], [68, 2], [74, 1], [101, 3]]",[8.158191935483871e-05]
layer_6,163,"[[31, [1, 13, 1, 1, 1]], [33, [2, 2, 2, 1, 2]], [35, [6, 3, 4]], [62, 1], [68, 1], [74, 0], [101, 3]]",[1.588987851176917e-05]
layer_6,164,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [36, 1, 2]], [62, 1], [68, 1], [74, 1], [101, 0]]",[4.5803446063236215e-05]
layer_6,165,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [36, 2, 1]], [62, 1], [68, 0], [74, 1], [101, 3]]",[5.93506290909091e-05]
layer_6,166,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [72, 1, 1]], [62, 1], [68, 0], [74, 2], [101, 3]]",[6.927284334565619e-05]
layer_6,167,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [36, 1, 2]], [62, 1], [68, 2], [74, 1], [101, 1]]",[8.184641002785516e-05]
layer_6,168,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [36, 1, 2]], [62, 1], [68, 2], [74, 1], [101, 0]]",[3.3509565441348624e-05]
layer_6,169,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 3], [74, 3], [101, 1]]",[10000000000]
layer_6,170,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 3], [74, 2], [101, 1]]",[9.678104240506329e-05]
layer_6,171,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 2], [74, 2], [101, 3]]",[7.999675787815127e-05]
layer_6,172,"[[31, [1, 13, 1, 1, 1]], [33, [2, 2, 2, 1, 2]], [35, [6, 3, 4]], [62, 1], [68, 3], [74, 0], [101, 3]]",[4.4259588654680716e-05]
layer_6,173,"[[31, [1, 13, 1, 1, 1]], [33, [2, 2, 2, 1, 2]], [35, [6, 3, 4]], [62, 1], [68, 2], [74, 0], [101, 3]]",[1.7502362794229306e-05]
layer_6,174,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 1], [74, 2], [101, 3]]",[1.3003431551235316e-05]
layer_6,175,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [36, 1, 2]], [62, 1], [68, 3], [74, 1], [101, 0]]",[9.507289585870889e-05]
layer_6,176,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [36, 1, 2]], [62, 1], [68, 3], [74, 1], [101, 2]]",[9.596159874999999e-05]
layer_6,177,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [36, 1, 2]], [62, 1], [68, 3], [74, 1], [101, 1]]",[9.596521052631579e-05]
layer_6,178,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 2], [68, 3], [74, 0], [101, 3]]",[3.277956685906686e-05]
layer_6,179,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 3], [74, 0], [101, 3]]",[2.281147231715653e-05]
layer_6,180,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 1], [74, 1], [101, 4]]",[1.5226973645680821e-05]
layer_6,181,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 0], [74, 1], [101, 4]]",[6.221042163718635e-05]
layer_6,182,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 1, 2]], [62, 1], [68, 3], [74, 0], [101, 1]]",[9.567512337259764e-05]
layer_6,183,"[[31, [1, 13, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [6, 12, 1]], [62, 2], [68, 0], [74, 1], [101, 4]]",[1.8749187045123726e-05]
layer_6,184,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [72, 1, 1]], [62, 2], [68, 1], [74, 3], [101, 1]]",[10000000000]
layer_6,185,"[[31, [1, 13, 1, 1, 1]], [33, [8, 2, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 1], [74, 0], [101, 4]]",[3.816321926006529e-05]
layer_6,186,"[[31, [1, 13, 1, 1, 1]], [33, [8, 2, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 1], [74, 0], [101, 4]]",[3.820584085963003e-05]
layer_6,187,"[[31, [13, 1, 1, 1, 1]], [33, [1, 16, 1, 1, 1]], [35, [12, 3, 2]], [62, 2], [68, 1], [74, 0], [101, 4]]",[1.8463256340167045e-05]
layer_6,188,"[[31, [1, 13, 1, 1, 1]], [33, [2, 2, 2, 1, 2]], [35, [6, 3, 4]], [62, 1], [68, 0], [74, 0], [101, 3]]",[1.7593468510446414e-05]
layer_6,189,"[[31, [1, 1, 1, 13, 1]], [33, [4, 1, 1, 4, 1]], [35, [24, 3, 1]], [62, 2], [68, 2], [74, 2], [101, 2]]",[0.0011787685529411765]
layer_6,190,"[[31, [1, 13, 1, 1, 1]], [33, [4, 1, 2, 1, 2]], [35, [8, 3, 3]], [62, 0], [68, 3], [74, 1], [101, 1]]",[7.066685073937153e-05]
layer_6,191,"[[31, [13, 1, 1, 1, 1]], [33, [8, 2, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 2], [74, 0], [101, 4]]",[4.0354841630276566e-05]
layer_6,192,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 1], [68, 0], [74, 2], [101, 3]]",[1.1733177501012557e-05]
layer_6,193,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 6, 3]], [62, 1], [68, 0], [74, 2], [101, 3]]",[1.1199299918995544e-05]
layer_6,194,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 6, 3]], [62, 2], [68, 0], [74, 2], [101, 3]]",[1.1078651368831399e-05]
layer_6,195,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 6, 3]], [62, 0], [68, 0], [74, 2], [101, 3]]",[1.123909677742194e-05]
layer_6,196,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 0], [68, 0], [74, 2], [101, 3]]",[1.1242848319157552e-05]
layer_6,197,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 1], [74, 1], [101, 3]]",[1.080711771406873e-05]
layer_6,198,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 2], [74, 1], [101, 3]]",[1.1792174767112191e-05]
layer_6,199,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 2], [74, 1], [101, 3]]",[1.2248215922538999e-05]
layer_6,200,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 1], [68, 0], [74, 1], [101, 3]]",[1.2671930930607852e-05]
layer_6,201,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 6, 3]], [62, 2], [68, 0], [74, 1], [101, 3]]",[1.2770760530579182e-05]
layer_6,202,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 2], [68, 0], [74, 1], [101, 3]]",[1.2771191070467992e-05]
layer_6,203,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 0], [68, 0], [74, 1], [101, 3]]",[1.2911361406117248e-05]
layer_6,204,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 1], [68, 1], [74, 2], [101, 3]]",[1.4297901417362693e-05]
layer_6,205,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 6, 3]], [62, 1], [68, 1], [74, 2], [101, 3]]",[1.4298441280328055e-05]
layer_6,206,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 6, 3]], [62, 2], [68, 1], [74, 2], [101, 3]]",[1.3679736632598173e-05]
layer_6,207,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 2], [68, 1], [74, 2], [101, 3]]",[1.3678320878898339e-05]
layer_6,208,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 2], [74, 1], [101, 4]]",[1.1782425577156745e-05]
layer_6,209,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 1], [74, 1], [101, 4]]",[1.0801761849915833e-05]
layer_6,210,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 1], [74, 1], [101, 4]]",[1.0726045092082778e-05]
layer_6,211,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 1], [74, 1], [101, 4]]",[1.0724502585863944e-05]
layer_6,212,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 0], [68, 1], [74, 2], [101, 3]]",[1.4409386034855907e-05]
layer_6,213,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 0], [68, 2], [74, 1], [101, 4]]",[1.2564738569123185e-05]
layer_6,214,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 0], [68, 2], [74, 1], [101, 4]]",[1.2564011340623734e-05]
layer_6,215,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 0], [68, 1], [74, 1], [101, 4]]",[1.0868359312701728e-05]
layer_6,216,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 1], [74, 2], [101, 3]]",[1.3505882341028758e-05]
layer_6,217,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 1], [68, 0], [74, 2], [101, 4]]",[7.678838903126601e-05]
layer_6,218,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 1], [74, 1], [101, 3]]",[1.5045586078384226e-05]
layer_6,219,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 1], [74, 1], [101, 3]]",[1.376438926853961e-05]
layer_6,220,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 0], [68, 1], [74, 2], [101, 3]]",[1.4055074878967186e-05]
layer_6,221,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 0], [68, 1], [74, 2], [101, 3]]",[1.4038946710963455e-05]
layer_6,222,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 1], [68, 1], [74, 1], [101, 3]]",[1.5651831181979245e-05]
layer_6,223,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 9, 2]], [62, 1], [68, 1], [74, 1], [101, 3]]",[1.5652624669391682e-05]
layer_6,224,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 6, 3]], [62, 2], [68, 1], [74, 1], [101, 3]]",[1.538078106845882e-05]
layer_6,225,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 2], [68, 1], [74, 1], [101, 3]]",[1.5382041321362797e-05]
layer_6,226,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 2], [74, 2], [101, 4]]",[8.070185501858737e-05]
layer_6,227,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 2], [74, 2], [101, 4]]",[8.070180317785751e-05]
layer_6,228,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 2], [74, 2], [101, 4]]",[8.043963207057602e-05]
layer_6,229,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 0], [68, 1], [74, 1], [101, 3]]",[1.4779996082396056e-05]
layer_6,230,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 0], [68, 1], [74, 1], [101, 3]]",[1.4814590609972159e-05]
layer_6,231,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 1], [74, 2], [101, 4]]",[6.897351727192205e-05]
layer_6,232,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 0], [68, 2], [74, 2], [101, 4]]",[8.080680902957966e-05]
layer_6,233,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 0], [68, 2], [74, 2], [101, 4]]",[8.044741839447103e-05]
layer_6,234,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 1], [68, 2], [74, 2], [101, 3]]",[1.5916672088215022e-05]
layer_6,235,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 2], [68, 2], [74, 2], [101, 3]]",[1.682020322540002e-05]
layer_6,236,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 2], [74, 2], [101, 3]]",[1.8407761626287942e-05]
layer_6,237,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 2], [74, 2], [101, 3]]",[1.727970766894457e-05]
layer_6,238,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 2], [74, 1], [101, 3]]",[2.0136670742512847e-05]
layer_6,239,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 1], [68, 2], [74, 1], [101, 3]]",[1.8393644361503602e-05]
layer_6,240,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 1], [68, 1], [74, 1], [101, 4]]",[1.8305828305647844e-05]
layer_6,241,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 9, 2]], [62, 2], [68, 1], [74, 1], [101, 4]]",[1.8288506892895017e-05]
layer_6,242,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [12, 3, 2]], [62, 0], [68, 1], [74, 1], [101, 3]]",[2.3458455245038476e-05]
layer_6,243,"[[31, [13, 1, 1, 1, 1]], [33, [1, 16, 1, 1, 1]], [35, [4, 18, 1]], [62, 1], [68, 0], [74, 2], [101, 3]]",[1.1483231845077999e-05]
layer_6,244,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [2, 36, 1]], [62, 1], [68, 0], [74, 1], [101, 4]]",[2.0687900296150046e-05]
layer_6,245,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [2, 36, 1]], [62, 0], [68, 0], [74, 1], [101, 4]]",[2.0785566438876234e-05]
layer_6,246,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 9, 2]], [62, 1], [68, 2], [74, 1], [101, 4]]",[2.545032763857251e-05]
layer_6,247,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 1], [68, 2], [74, 1], [101, 4]]",[2.544992947014e-05]
layer_6,248,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 2], [68, 2], [74, 1], [101, 4]]",[2.5427413439635533e-05]
layer_6,249,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [2, 9, 4]], [62, 1], [68, 2], [74, 2], [101, 4]]",[0.00010539925136612022]
layer_6,250,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 3], [74, 1], [101, 4]]",[1.3030524045185583e-05]
layer_6,251,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 0], [68, 3], [74, 1], [101, 4]]",[1.3585544163528778e-05]
layer_6,252,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [2, 9, 4]], [62, 1], [68, 1], [74, 1], [101, 3]]",[2.1295944976076554e-05]
layer_6,253,"[[31, [1, 13, 1, 1, 1]], [33, [2, 2, 1, 4, 1]], [35, [8, 3, 3]], [62, 1], [68, 0], [74, 1], [101, 1]]",[0.00014335512750455372]
layer_6,254,"[[31, [1, 13, 1, 1, 1]], [33, [2, 4, 1, 1, 2]], [35, [8, 3, 3]], [62, 1], [68, 2], [74, 1], [101, 2]]",[0.00010220975452716298]
layer_6,255,"[[31, [13, 1, 1, 1, 1]], [33, [2, 4, 2, 1, 1]], [35, [3, 12, 2]], [62, 2], [68, 1], [74, 1], [101, 3]]",[3.6980641152049816e-05]
layer_6,256,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 1], [68, 1], [74, 1], [101, 4]]",[1.1468037464560552e-05]
layer_6,257,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 1], [74, 1], [101, 3]]",[1.0665007391656542e-05]
layer_6,258,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 0], [68, 1], [74, 1], [101, 4]]",[1.0818773390036451e-05]
layer_6,259,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 1], [68, 1], [74, 1], [101, 3]]",[1.075971016802816e-05]
layer_6,260,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 0], [68, 1], [74, 1], [101, 3]]",[1.0849098332436795e-05]
layer_6,261,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 9, 2]], [62, 2], [68, 0], [74, 2], [101, 3]]",[1.1089292426083435e-05]
layer_6,262,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 9, 2]], [62, 1], [68, 0], [74, 2], [101, 3]]",[1.1181664230112018e-05]
layer_6,263,"[[31, [13, 1, 1, 1, 1]], [33, [1, 16, 1, 1, 1]], [35, [4, 6, 3]], [62, 1], [68, 0], [74, 2], [101, 3]]",[1.1459597193854897e-05]
layer_6,264,"[[31, [13, 1, 1, 1, 1]], [33, [1, 16, 1, 1, 1]], [35, [4, 18, 1]], [62, 0], [68, 0], [74, 2], [101, 3]]",[1.1563321486431756e-05]
layer_6,265,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 0], [74, 1], [101, 3]]",[2.0351999999999998e-05]
layer_6,266,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 1], [68, 2], [74, 1], [101, 4]]",[1.1738110356536502e-05]
layer_6,267,"[[31, [13, 1, 1, 1, 1]], [33, [1, 16, 1, 1, 1]], [35, [4, 6, 3]], [62, 2], [68, 0], [74, 2], [101, 3]]",[1.1068967496962331e-05]
layer_6,268,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 0], [74, 1], [101, 3]]",[2.1570383062530774e-05]
layer_6,269,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 9, 2]], [62, 2], [68, 0], [74, 1], [101, 3]]",[1.2745311003683241e-05]
layer_6,270,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 3], [74, 1], [101, 4]]",[1.3014686682588423e-05]
layer_6,271,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 1], [68, 3], [74, 1], [101, 4]]",[1.3014424308007745e-05]
layer_6,272,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 6, 3]], [62, 0], [68, 0], [74, 1], [101, 3]]",[1.2879837788578371e-05]
layer_6,273,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 9, 2]], [62, 1], [68, 0], [74, 1], [101, 3]]",[1.2624874949372216e-05]
layer_6,274,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 1], [68, 2], [74, 1], [101, 3]]",[1.1736288477116241e-05]
layer_6,275,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 1], [68, 2], [74, 1], [101, 3]]",[1.1736217011581545e-05]
layer_6,276,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 0], [68, 0], [74, 1], [101, 3]]",[2.1605088593576967e-05]
layer_6,277,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 0], [68, 0], [74, 1], [101, 3]]",[2.166551305173232e-05]
layer_6,278,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 3], [74, 1], [101, 4]]",[1.3019709853428908e-05]
layer_6,279,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 0], [68, 3], [74, 1], [101, 4]]",[1.3536299085529857e-05]
layer_6,280,"[[31, [13, 1, 1, 1, 1]], [33, [1, 16, 1, 1, 1]], [35, [4, 18, 1]], [62, 1], [68, 0], [74, 1], [101, 3]]",[1.2633171074777592e-05]
