layer,trial_index,tile_size,execution_time
layer_6,77,"[[31, [1, 1, 13, 1, 1]], [33, [4, 2, 1, 2, 1]], [35, [18, 2, 2]], [62, 2], [68, 0], [74, 0], [101, 0]]",[0.00010555453893442623]
layer_6,78,"[[31, [1, 1, 13, 1, 1]], [33, [2, 2, 2, 1, 2]], [35, [36, 2, 1]], [62, 1], [68, 2], [74, 1], [101, 0]]",[7.564759679037111e-05]
layer_6,79,"[[31, [1, 1, 13, 1, 1]], [33, [1, 8, 2, 1, 1]], [35, [24, 1, 3]], [62, 0], [68, 0], [74, 1], [101, 2]]",[4.2035679498146565e-05]
layer_6,80,"[[31, [1, 13, 1, 1, 1]], [33, [4, 1, 4, 1, 1]], [35, [12, 6, 1]], [62, 1], [68, 2], [74, 3], [101, 1]]",[10000000000]
layer_6,81,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 1, 2]], [62, 1], [68, 1], [74, 1], [101, 1]]",[1.572263502081375e-05]
layer_6,82,"[[31, [1, 1, 1, 13, 1]], [33, [2, 2, 1, 1, 4]], [35, [24, 3, 1]], [62, 0], [68, 3], [74, 2], [101, 1]]",[0.0012357783333333333]
layer_6,83,"[[31, [1, 13, 1, 1, 1]], [33, [1, 8, 1, 2, 1]], [35, [6, 12, 1]], [62, 0], [68, 3], [74, 2], [101, 4]]",[2.6230573652239935e-05]
layer_6,84,"[[31, [1, 1, 13, 1, 1]], [33, [4, 2, 1, 2, 1]], [35, [24, 3, 1]], [62, 2], [68, 1], [74, 1], [101, 3]]",[4.1180424951267055e-05]
layer_6,85,"[[31, [13, 1, 1, 1, 1]], [33, [2, 1, 1, 4, 2]], [35, [36, 2, 1]], [62, 0], [68, 3], [74, 3], [101, 2]]",[10000000000]
layer_6,86,"[[31, [1, 13, 1, 1, 1]], [33, [4, 2, 1, 2, 1]], [35, [9, 4, 2]], [62, 0], [68, 0], [74, 1], [101, 2]]",[5.7292204633204634e-05]
layer_6,87,"[[31, [1, 1, 13, 1, 1]], [33, [2, 2, 1, 1, 4]], [35, [72, 1, 1]], [62, 0], [68, 1], [74, 3], [101, 0]]",[10000000000]
layer_6,88,"[[31, [1, 1, 13, 1, 1]], [33, [4, 1, 1, 4, 1]], [35, [36, 2, 1]], [62, 0], [68, 3], [74, 0], [101, 3]]",[0.00012790478303425774]
layer_6,89,"[[31, [1, 13, 1, 1, 1]], [33, [8, 2, 1, 1, 1]], [35, [3, 24, 1]], [62, 2], [68, 1], [74, 3], [101, 4]]",[10000000000]
layer_6,90,"[[31, [1, 1, 1, 13, 1]], [33, [1, 4, 1, 4, 1]], [35, [72, 1, 1]], [62, 2], [68, 1], [74, 2], [101, 4]]",[0.00021531597035040432]
layer_6,91,"[[31, [1, 13, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [6, 3, 4]], [62, 0], [68, 3], [74, 0], [101, 2]]",[0.00012939134548467274]
layer_6,92,"[[31, [1, 13, 1, 1, 1]], [33, [1, 2, 4, 2, 1]], [35, [24, 3, 1]], [62, 1], [68, 3], [74, 1], [101, 3]]",[8.532966462395545e-05]
layer_6,93,"[[31, [1, 13, 1, 1, 1]], [33, [4, 1, 2, 1, 2]], [35, [36, 1, 2]], [62, 0], [68, 0], [74, 1], [101, 0]]",[4.598350546780073e-05]
layer_6,94,"[[31, [1, 13, 1, 1, 1]], [33, [2, 2, 1, 4, 1]], [35, [18, 2, 2]], [62, 0], [68, 3], [74, 0], [101, 2]]",[9.924079096774194e-05]
layer_6,95,"[[31, [13, 1, 1, 1, 1]], [33, [1, 8, 2, 1, 1]], [35, [72, 1, 1]], [62, 2], [68, 3], [74, 0], [101, 4]]",[0.00010209974268617021]
layer_6,96,"[[31, [1, 13, 1, 1, 1]], [33, [2, 4, 1, 2, 1]], [35, [4, 9, 2]], [62, 1], [68, 0], [74, 2], [101, 4]]",[1.987007055845594e-05]
layer_6,97,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 2, 2, 1]], [35, [36, 1, 2]], [62, 2], [68, 2], [74, 2], [101, 3]]",[6.889182839173405e-05]
layer_6,98,"[[31, [13, 1, 1, 1, 1]], [33, [1, 2, 1, 8, 1]], [35, [36, 2, 1]], [62, 0], [68, 2], [74, 1], [101, 4]]",[0.00018863533814681107]
layer_6,99,"[[31, [1, 13, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [72, 1, 1]], [62, 2], [68, 2], [74, 3], [101, 4]]",[10000000000]
layer_6,100,"[[31, [13, 1, 1, 1, 1]], [33, [2, 1, 1, 2, 4]], [35, [8, 3, 3]], [62, 0], [68, 3], [74, 2], [101, 4]]",[8.841599539965498e-05]
layer_6,101,"[[31, [1, 1, 13, 1, 1]], [33, [1, 4, 2, 2, 1]], [35, [18, 4, 1]], [62, 0], [68, 2], [74, 1], [101, 0]]",[6.618800613496932e-05]
layer_6,102,"[[31, [1, 13, 1, 1, 1]], [33, [1, 2, 4, 2, 1]], [35, [24, 3, 1]], [62, 0], [68, 1], [74, 1], [101, 3]]",[8.351449891186073e-05]
layer_6,103,"[[31, [1, 13, 1, 1, 1]], [33, [4, 1, 1, 2, 2]], [35, [9, 2, 4]], [62, 1], [68, 0], [74, 2], [101, 2]]",[7.813348782961461e-05]
layer_6,104,"[[31, [1, 13, 1, 1, 1]], [33, [8, 2, 1, 1, 1]], [35, [6, 12, 1]], [62, 0], [68, 0], [74, 0], [101, 4]]",[1.8733668179754878e-05]
layer_6,105,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 2, 2, 1]], [35, [12, 3, 2]], [62, 2], [68, 2], [74, 1], [101, 4]]",[6.585692012221738e-05]
layer_6,106,"[[31, [1, 13, 1, 1, 1]], [33, [4, 2, 1, 2, 1]], [35, [24, 1, 3]], [62, 2], [68, 2], [74, 3], [101, 0]]",[10000000000]
layer_6,107,"[[31, [1, 1, 13, 1, 1]], [33, [1, 4, 2, 1, 2]], [35, [18, 4, 1]], [62, 2], [68, 0], [74, 3], [101, 4]]",[5.3911574107464835e-05]
layer_6,108,"[[31, [1, 13, 1, 1, 1]], [33, [4, 1, 2, 2, 1]], [35, [36, 1, 2]], [62, 0], [68, 0], [74, 2], [101, 2]]",[5.990505141916906e-05]
layer_6,109,"[[31, [1, 1, 1, 13, 1]], [33, [2, 1, 1, 8, 1]], [35, [72, 1, 1]], [62, 0], [68, 3], [74, 0], [101, 3]]",[0.0004256481093333334]
layer_6,110,"[[31, [1, 13, 1, 1, 1]], [33, [1, 2, 2, 2, 2]], [35, [8, 9, 1]], [62, 0], [68, 2], [74, 0], [101, 4]]",[9.761555952380953e-05]
layer_6,111,"[[31, [1, 13, 1, 1, 1]], [33, [1, 1, 2, 4, 2]], [35, [18, 2, 2]], [62, 0], [68, 2], [74, 2], [101, 2]]",[0.0002237922657142857]
layer_6,112,"[[31, [1, 1, 13, 1, 1]], [33, [4, 1, 1, 4, 1]], [35, [36, 2, 1]], [62, 0], [68, 1], [74, 2], [101, 0]]",[0.00011381847498132936]
layer_6,113,"[[31, [13, 1, 1, 1, 1]], [33, [8, 2, 1, 1, 1]], [35, [6, 12, 1]], [62, 0], [68, 2], [74, 0], [101, 0]]",[9.898515506329113e-05]
layer_6,114,"[[31, [1, 13, 1, 1, 1]], [33, [2, 2, 1, 1, 4]], [35, [6, 12, 1]], [62, 1], [68, 0], [74, 1], [101, 3]]",[6.037730429594272e-05]
layer_6,115,"[[31, [1, 13, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [6, 3, 4]], [62, 0], [68, 1], [74, 2], [101, 1]]",[3.6634741838955386e-05]
layer_6,116,"[[31, [1, 1, 1, 13, 1]], [33, [2, 1, 2, 1, 4]], [35, [72, 1, 1]], [62, 1], [68, 3], [74, 2], [101, 0]]",[0.00025333169711538466]
layer_6,117,"[[31, [1, 13, 1, 1, 1]], [33, [1, 8, 1, 1, 2]], [35, [6, 3, 4]], [62, 0], [68, 2], [74, 2], [101, 2]]",[8.892647264260768e-05]
layer_6,118,"[[31, [13, 1, 1, 1, 1]], [33, [2, 1, 4, 1, 2]], [35, [8, 3, 3]], [62, 0], [68, 3], [74, 0], [101, 1]]",[9.198139988221436e-05]
layer_6,119,"[[31, [1, 13, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [36, 1, 2]], [62, 0], [68, 0], [74, 2], [101, 2]]",[4.205025227014756e-05]
layer_6,120,"[[31, [1, 13, 1, 1, 1]], [33, [8, 2, 1, 1, 1]], [35, [24, 1, 3]], [62, 1], [68, 0], [74, 0], [101, 3]]",[2.1112609397247268e-05]
layer_6,121,"[[31, [1, 1, 13, 1, 1]], [33, [2, 2, 1, 2, 2]], [35, [72, 1, 1]], [62, 1], [68, 2], [74, 2], [101, 2]]",[0.00011303923929098965]
layer_6,122,"[[31, [1, 13, 1, 1, 1]], [33, [1, 8, 1, 2, 1]], [35, [4, 6, 3]], [62, 2], [68, 2], [74, 2], [101, 1]]",[8.909591493158834e-05]
layer_6,123,"[[31, [13, 1, 1, 1, 1]], [33, [1, 1, 2, 4, 2]], [35, [18, 1, 4]], [62, 0], [68, 0], [74, 1], [101, 4]]",[5.9538226363279715e-05]
layer_6,124,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 2, 2, 1]], [35, [12, 6, 1]], [62, 1], [68, 0], [74, 3], [101, 0]]",[10000000000]
layer_6,125,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 0], [74, 2], [101, 3]]",[1.4623823034383266e-05]
layer_6,126,"[[31, [1, 13, 1, 1, 1]], [33, [1, 2, 4, 2, 1]], [35, [24, 1, 3]], [62, 0], [68, 0], [74, 2], [101, 0]]",[8.63263398328691e-05]
layer_6,127,"[[31, [1, 13, 1, 1, 1]], [33, [4, 1, 2, 1, 2]], [35, [36, 1, 2]], [62, 2], [68, 1], [74, 1], [101, 0]]",[7.780659866735008e-05]
layer_6,128,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 0], [74, 0], [101, 4]]",[3.337624219640009e-05]
layer_6,129,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 0], [74, 2], [101, 4]]",[8.692517941345603e-05]
layer_6,130,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 0], [74, 1], [101, 4]]",[2.149683065618592e-05]
layer_6,131,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 3, 3]], [62, 2], [68, 0], [74, 0], [101, 3]]",[2.004975959242159e-05]
layer_6,132,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 0], [74, 0], [101, 3]]",[2.004935340274634e-05]
layer_6,133,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [4, 18, 1]], [62, 2], [68, 0], [74, 0], [101, 3]]",[1.7011481461794024e-05]
layer_6,134,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [24, 1, 3]], [62, 2], [68, 0], [74, 0], [101, 3]]",[2.5653745824922004e-05]
layer_6,135,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [36, 2, 1]], [62, 2], [68, 0], [74, 2], [101, 4]]",[6.994363325740318e-05]
layer_6,136,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 1], [74, 1], [101, 1]]",[1.5228728043533282e-05]
layer_6,137,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 1], [74, 1], [101, 0]]",[4.586973963935463e-05]
layer_6,138,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [8, 9, 1]], [62, 2], [68, 0], [74, 1], [101, 3]]",[1.5738438139534884e-05]
layer_6,139,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [36, 1, 2]], [62, 2], [68, 2], [74, 1], [101, 0]]",[3.3663662818662816e-05]
layer_6,140,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [72, 1, 1]], [62, 2], [68, 0], [74, 2], [101, 4]]",[0.0001804657695906433]
