layer,trial_index,tile_size,execution_time
layer_4,141,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 2, 2, 1]], [29, [1, 4, 1]], [56, 1], [62, 0], [68, 2], [95, 2]]",[3.2403717115982013e-06]
layer_4,142,"[[25, [49, 1, 1, 1, 1]], [27, [1, 2, 1, 1, 4]], [29, [1, 4, 1]], [56, 2], [62, 0], [68, 2], [95, 4]]",[3.6184117613732935e-06]
layer_4,143,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 2, 1, 2]], [29, [1, 1, 4]], [56, 1], [62, 0], [68, 2], [95, 1]]",[3.243607666763388e-06]
layer_4,144,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 3], [95, 2]]",[2.978321200031089e-06]
layer_4,145,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 0], [95, 3]]",[3.198812595107105e-06]
layer_4,146,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 2], [95, 1]]",[3.3818563993328383e-06]
layer_4,147,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 0], [95, 2]]",[3.2605125383115073e-06]
layer_4,148,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 2, 2]], [56, 0], [62, 1], [68, 2], [95, 3]]",[3.7414174650541856e-06]
layer_4,149,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 3], [95, 3]]",[3.2787214642191617e-06]
layer_4,150,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 3], [95, 4]]",[3.1612485827724582e-06]
layer_4,151,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 2, 2, 1]], [29, [1, 1, 4]], [56, 1], [62, 0], [68, 0], [95, 2]]",[3.8772759124941505e-06]
layer_4,152,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 2, 2, 1]], [29, [1, 4, 1]], [56, 1], [62, 0], [68, 0], [95, 2]]",[3.4184274798004046e-06]
layer_4,153,"[[25, [49, 1, 1, 1, 1]], [27, [1, 2, 2, 1, 2]], [29, [1, 1, 4]], [56, 1], [62, 0], [68, 2], [95, 1]]",[3.4006965719579988e-06]
layer_4,154,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 4, 1]], [56, 1], [62, 0], [68, 3], [95, 0]]",[3.276866775456919e-06]
layer_4,155,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 3], [95, 1]]",[3.249025560552625e-06]
layer_4,156,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [1, 2, 2]], [56, 1], [62, 0], [68, 1], [95, 0]]",[3.233468260904108e-06]
layer_4,157,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 3], [95, 3]]",[3.1280587716438804e-06]
layer_4,158,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 1], [95, 0]]",[3.1972173913043476e-06]
layer_4,159,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 1], [95, 3]]",[3.0345398597395163e-06]
layer_4,160,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [1, 2, 2]], [56, 1], [62, 2], [68, 1], [95, 0]]",[3.4157767897513186e-06]
layer_4,161,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 2, 2]], [56, 2], [62, 0], [68, 0], [95, 3]]",[3.755696172902119e-06]
layer_4,162,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [2, 1, 2]], [56, 2], [62, 0], [68, 1], [95, 3]]",[3.3268529512476995e-06]
layer_4,163,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [2, 1, 2]], [56, 1], [62, 0], [68, 1], [95, 3]]",[3.491981565578818e-06]
layer_4,164,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [2, 1, 2]], [56, 1], [62, 0], [68, 1], [95, 2]]",[3.723336080604534e-06]
layer_4,165,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [2, 1, 2]], [56, 2], [62, 0], [68, 1], [95, 1]]",[3.34203038827177e-06]
layer_4,166,"[[25, [49, 1, 1, 1, 1]], [27, [1, 2, 2, 1, 2]], [29, [1, 1, 4]], [56, 1], [62, 0], [68, 2], [95, 1]]",[3.7480002750740584e-06]
layer_4,167,"[[25, [49, 1, 1, 1, 1]], [27, [1, 2, 2, 1, 2]], [29, [1, 4, 1]], [56, 1], [62, 0], [68, 2], [95, 1]]",[3.7662864647648545e-06]
layer_4,168,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 0], [95, 2]]",[3.016203841424138e-06]
layer_4,169,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 1], [95, 0]]",[3.3925750560281986e-06]
layer_4,170,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 1], [95, 1]]",[3.743096840152617e-06]
layer_4,171,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 3], [95, 0]]",[3.2358109308613364e-06]
layer_4,172,"[[25, [49, 1, 1, 1, 1]], [27, [1, 2, 1, 2, 2]], [29, [2, 1, 2]], [56, 0], [62, 0], [68, 2], [95, 3]]",[3.954002440877795e-06]
layer_4,173,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 2, 2]], [56, 0], [62, 1], [68, 2], [95, 3]]",[3.678126709810266e-06]
layer_4,174,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 2, 2]], [56, 0], [62, 1], [68, 3], [95, 3]]",[3.637861192832308e-06]
layer_4,175,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [2, 1, 2]], [56, 1], [62, 1], [68, 3], [95, 3]]",[3.6896273372270787e-06]
layer_4,176,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [2, 1, 2]], [56, 1], [62, 1], [68, 2], [95, 3]]",[3.0032922411778454e-06]
layer_4,177,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [2, 1, 2]], [56, 1], [62, 1], [68, 3], [95, 3]]",[3.3183520641426997e-06]
layer_4,178,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [2, 1, 2]], [56, 1], [62, 1], [68, 2], [95, 3]]",[3.3232128823331954e-06]
layer_4,179,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [2, 2, 1]], [56, 1], [62, 2], [68, 3], [95, 2]]",[3.550370738787969e-06]
layer_4,180,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [2, 1, 2]], [56, 1], [62, 2], [68, 3], [95, 2]]",[3.103591721106541e-06]
layer_4,181,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 4, 1]], [56, 1], [62, 0], [68, 2], [95, 3]]",[3.464686901967864e-06]
layer_4,182,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 1, 4]], [56, 1], [62, 0], [68, 2], [95, 3]]",[3.528262545403251e-06]
layer_4,183,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [1, 2, 2]], [56, 2], [62, 2], [68, 3], [95, 4]]",[3.003969971368049e-06]
layer_4,184,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 1], [95, 1]]",[2.882823110589911e-06]
layer_4,185,"[[25, [49, 1, 1, 1, 1]], [27, [1, 2, 1, 4, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 1], [95, 1]]",[3.07084127543544e-06]
layer_4,186,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [2, 2, 1]], [56, 1], [62, 1], [68, 0], [95, 4]]",[4.182147185361808e-06]
layer_4,187,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 1], [95, 4]]",[2.9657612033785704e-06]
layer_4,188,"[[25, [7, 1, 7, 1, 1]], [27, [4, 2, 1, 1, 1]], [29, [2, 1, 2]], [56, 2], [62, 1], [68, 1], [95, 0]]",[3.816716556598308e-06]
layer_4,189,"[[25, [1, 7, 1, 7, 1]], [27, [2, 4, 1, 1, 1]], [29, [1, 1, 4]], [56, 2], [62, 0], [68, 2], [95, 2]]",[5.562184573462351e-06]
layer_4,190,"[[25, [1, 7, 7, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 2], [95, 1]]",[3.7622921115215303e-06]
layer_4,191,"[[25, [1, 49, 1, 1, 1]], [27, [1, 1, 4, 2, 1]], [29, [4, 1, 1]], [56, 2], [62, 2], [68, 1], [95, 1]]",[5.5185140981073765e-06]
layer_4,192,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 2, 1, 2]], [29, [1, 4, 1]], [56, 2], [62, 0], [68, 1], [95, 1]]",[3.1841518343300904e-06]
layer_4,193,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 4, 1]], [56, 2], [62, 1], [68, 1], [95, 4]]",[3.069812984310397e-06]
layer_4,194,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [4, 1, 1]], [56, 2], [62, 0], [68, 1], [95, 4]]",[3.8027447554424657e-06]
layer_4,195,"[[25, [1, 49, 1, 1, 1]], [27, [4, 1, 2, 1, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 1], [95, 2]]",[3.1422764387323136e-06]
layer_4,196,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 1], [95, 1]]",[3.1721152094141467e-06]
layer_4,197,"[[25, [1, 49, 1, 1, 1]], [27, [4, 1, 2, 1, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 1], [95, 1]]",[3.042589530449291e-06]
layer_4,198,"[[25, [49, 1, 1, 1, 1]], [27, [1, 2, 1, 4, 1]], [29, [1, 4, 1]], [56, 2], [62, 1], [68, 1], [95, 1]]",[3.1817297493178713e-06]
layer_4,199,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 1], [68, 1], [95, 1]]",[2.951574904897047e-06]
layer_4,200,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 1], [95, 3]]",[3.1009167471333735e-06]
layer_4,201,"[[25, [1, 49, 1, 1, 1]], [27, [4, 1, 2, 1, 1]], [29, [1, 2, 2]], [56, 2], [62, 2], [68, 2], [95, 1]]",[3.0059998515329223e-06]
layer_4,202,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 2], [95, 1]]",[2.9810611437940014e-06]
layer_4,203,"[[25, [49, 1, 1, 1, 1]], [27, [1, 2, 1, 4, 1]], [29, [1, 4, 1]], [56, 1], [62, 2], [68, 1], [95, 1]]",[3.0714771286980028e-06]
layer_4,204,"[[25, [7, 7, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [4, 1, 1]], [56, 1], [62, 0], [68, 2], [95, 1]]",[3.1883788595453947e-06]
layer_4,205,"[[25, [1, 49, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [4, 1, 1]], [56, 1], [62, 0], [68, 2], [95, 1]]",[3.3583885321385066e-06]
layer_4,206,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 3], [95, 2]]",[3.177158652714472e-06]
layer_4,207,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 0], [95, 1]]",[3.8651783529411765e-06]
layer_4,208,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 1], [95, 4]]",[3.2903804085886108e-06]
layer_4,209,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 2], [95, 2]]",[3.308044646448395e-06]
layer_4,210,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 4, 1]], [56, 1], [62, 2], [68, 2], [95, 2]]",[3.3678102881379014e-06]
layer_4,211,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 2], [95, 2]]",[3.1888619296427137e-06]
layer_4,212,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 4, 1]], [56, 1], [62, 2], [68, 3], [95, 2]]",[3.201007115352419e-06]
layer_4,213,"[[25, [7, 7, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [4, 1, 1]], [56, 2], [62, 0], [68, 2], [95, 1]]",[3.0256296059266155e-06]
layer_4,214,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 2, 2]], [56, 1], [62, 2], [68, 3], [95, 2]]",[3.4907804677882638e-06]
layer_4,215,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 3], [95, 2]]",[3.0174383743490248e-06]
layer_4,216,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 3], [95, 2]]",[3.2187076299797433e-06]
layer_4,217,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [4, 1, 1]], [56, 1], [62, 0], [68, 1], [95, 4]]",[5.373232589048378e-06]
layer_4,218,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [1, 2, 2]], [56, 2], [62, 2], [68, 2], [95, 4]]",[3.1936983766062084e-06]
layer_4,219,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 2], [95, 4]]",[3.766847049869987e-06]
layer_4,220,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 2, 1, 2]], [29, [1, 4, 1]], [56, 2], [62, 0], [68, 1], [95, 2]]",[3.714054847125117e-06]
layer_4,221,"[[25, [1, 49, 1, 1, 1]], [27, [4, 1, 2, 1, 1]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 3], [95, 3]]",[3.474772986183274e-06]
layer_4,222,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 3], [95, 2]]",[3.0659571393806655e-06]
layer_4,223,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [4, 1, 1]], [56, 2], [62, 0], [68, 1], [95, 3]]",[3.097475026313272e-06]
layer_4,224,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 1], [95, 1]]",[3.405799589561998e-06]
layer_4,225,"[[25, [7, 7, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 1], [95, 1]]",[2.9636799479758047e-06]
layer_4,226,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 2, 2, 1]], [29, [1, 4, 1]], [56, 2], [62, 0], [68, 2], [95, 2]]",[3.162404534441665e-06]
layer_4,227,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [2, 1, 2]], [56, 2], [62, 1], [68, 2], [95, 3]]",[3.1233951839590234e-06]
layer_4,228,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [1, 2, 2]], [56, 2], [62, 2], [68, 1], [95, 3]]",[3.7496585056287255e-06]
layer_4,229,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 1], [95, 0]]",[3.206786141340224e-06]
layer_4,230,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 1, 4, 1]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 1], [95, 2]]",[3.7728297837076323e-06]
layer_4,231,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [1, 2, 2]], [56, 2], [62, 2], [68, 0], [95, 4]]",[2.934484075098483e-06]
layer_4,232,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 2, 2]], [56, 2], [62, 2], [68, 3], [95, 3]]",[3.419021116168613e-06]
layer_4,233,"[[25, [1, 49, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [4, 1, 1]], [56, 2], [62, 2], [68, 3], [95, 3]]",[3.693616914643696e-06]
layer_4,234,"[[25, [1, 49, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [4, 1, 1]], [56, 2], [62, 0], [68, 0], [95, 2]]",[2.8704357589691492e-06]
layer_4,235,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [4, 1, 1]], [56, 2], [62, 0], [68, 1], [95, 4]]",[3.6207711530398317e-06]
layer_4,236,"[[25, [1, 49, 1, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [4, 1, 1]], [56, 1], [62, 0], [68, 0], [95, 1]]",[3.3818103458527404e-06]
layer_4,237,"[[25, [1, 49, 1, 1, 1]], [27, [1, 2, 4, 1, 1]], [29, [2, 2, 1]], [56, 1], [62, 1], [68, 3], [95, 4]]",[3.059135024154589e-06]
layer_4,238,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 1, 4, 1]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 1], [95, 1]]",[3.4838941100043307e-06]
layer_4,239,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [1, 1, 4]], [56, 1], [62, 1], [68, 1], [95, 1]]",[3.0094997749437357e-06]
layer_4,240,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [1, 1, 4]], [56, 1], [62, 1], [68, 3], [95, 2]]",[3.2235963824455437e-06]
layer_4,241,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 3], [95, 3]]",[3.012749364894348e-06]
layer_4,242,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [4, 1, 1]], [56, 2], [62, 0], [68, 1], [95, 1]]",[2.891734091152815e-06]
layer_4,243,"[[25, [1, 49, 1, 1, 1]], [27, [1, 2, 4, 1, 1]], [29, [2, 2, 1]], [56, 1], [62, 1], [68, 2], [95, 1]]",[3.3555747503151367e-06]
layer_4,244,"[[25, [1, 49, 1, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [4, 1, 1]], [56, 2], [62, 0], [68, 0], [95, 2]]",[3.130783053606729e-06]
layer_4,245,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [2, 1, 2]], [56, 2], [62, 0], [68, 1], [95, 1]]",[3.2520988600997418e-06]
layer_4,246,"[[25, [1, 49, 1, 1, 1]], [27, [1, 2, 4, 1, 1]], [29, [2, 2, 1]], [56, 1], [62, 1], [68, 2], [95, 3]]",[3.0011603500266067e-06]
layer_4,247,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [2, 1, 2]], [56, 2], [62, 1], [68, 2], [95, 4]]",[3.1388097717378516e-06]
layer_4,248,"[[25, [7, 1, 7, 1, 1]], [27, [4, 2, 1, 1, 1]], [29, [2, 1, 2]], [56, 2], [62, 2], [68, 1], [95, 2]]",[2.9081474357579585e-06]
layer_4,249,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 3], [95, 2]]",[3.0453403850159184e-06]
layer_4,250,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 2, 2]], [56, 1], [62, 2], [68, 3], [95, 3]]",[3.0354155851940657e-06]
layer_4,251,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 4, 1]], [56, 1], [62, 2], [68, 3], [95, 3]]",[3.060119696835124e-06]
layer_4,252,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 1], [95, 2]]",[3.3866825638919846e-06]
layer_4,253,"[[25, [7, 1, 1, 7, 1]], [27, [1, 1, 2, 2, 2]], [29, [1, 4, 1]], [56, 2], [62, 0], [68, 2], [95, 0]]",[1.0426564119352727e-05]
layer_4,254,"[[25, [7, 7, 1, 1, 1]], [27, [1, 1, 2, 4, 1]], [29, [2, 1, 2]], [56, 0], [62, 2], [68, 1], [95, 2]]",[4.053533851529269e-06]
layer_4,255,"[[25, [1, 7, 7, 1, 1]], [27, [1, 4, 2, 1, 1]], [29, [2, 1, 2]], [56, 3], [62, 1], [68, 2], [95, 1]]",[10000000000]
layer_4,256,"[[25, [7, 1, 7, 1, 1]], [27, [4, 2, 1, 1, 1]], [29, [2, 1, 2]], [56, 2], [62, 2], [68, 1], [95, 1]]",[3.5921695041416955e-06]
layer_4,257,"[[25, [7, 7, 1, 1, 1]], [27, [8, 1, 1, 1, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 0], [95, 4]]",[3.505214140564782e-06]
layer_4,258,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [4, 1, 1]], [56, 2], [62, 0], [68, 1], [95, 0]]",[3.0968948226218285e-06]
layer_4,259,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 2, 2]], [56, 2], [62, 2], [68, 1], [95, 1]]",[3.5417719119055214e-06]
layer_4,260,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 3], [95, 2]]",[3.137995355808406e-06]
layer_4,261,"[[25, [7, 1, 7, 1, 1]], [27, [4, 2, 1, 1, 1]], [29, [2, 1, 2]], [56, 2], [62, 2], [68, 3], [95, 4]]",[3.7010767468499427e-06]
layer_4,262,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [2, 1, 2]], [56, 2], [62, 2], [68, 2], [95, 3]]",[3.2697184617820526e-06]
layer_4,263,"[[25, [1, 49, 1, 1, 1]], [27, [4, 1, 2, 1, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 3], [95, 1]]",[3.038869562605143e-06]
layer_4,264,"[[25, [7, 7, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 1], [95, 1]]",[3.7296747190163684e-06]
layer_4,265,"[[25, [7, 7, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 2, 2]], [56, 2], [62, 2], [68, 1], [95, 1]]",[3.218524076891756e-06]
layer_4,266,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [4, 1, 1]], [56, 2], [62, 0], [68, 3], [95, 1]]",[3.64599870311879e-06]
layer_4,267,"[[25, [1, 49, 1, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 1], [95, 1]]",[3.239639778543149e-06]
layer_4,268,"[[25, [1, 49, 1, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 1], [95, 1]]",[3.05649617049617e-06]
layer_4,269,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 1], [95, 3]]",[3.259723238590873e-06]
layer_4,270,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 1], [95, 4]]",[2.9964340417952982e-06]
layer_4,271,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [1, 2, 2]], [56, 2], [62, 2], [68, 1], [95, 4]]",[3.1347643906194477e-06]
layer_4,272,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 2, 2]], [56, 2], [62, 2], [68, 3], [95, 1]]",[2.9644929710816093e-06]
layer_4,273,"[[25, [7, 7, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 2], [95, 1]]",[3.022576759436356e-06]
layer_4,274,"[[25, [7, 7, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 2], [95, 1]]",[3.4523921486781952e-06]
layer_4,275,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [4, 1, 1]], [56, 2], [62, 0], [68, 2], [95, 1]]",[3.2462578004415527e-06]
layer_4,276,"[[25, [1, 49, 1, 1, 1]], [27, [2, 1, 4, 1, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 2], [95, 1]]",[3.1960694575712084e-06]
layer_4,277,"[[25, [1, 49, 1, 1, 1]], [27, [2, 1, 4, 1, 1]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 2], [95, 1]]",[3.053468698492613e-06]
layer_4,278,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [4, 1, 1]], [56, 2], [62, 2], [68, 1], [95, 0]]",[2.95145770550812e-06]
layer_4,279,"[[25, [7, 7, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 3], [95, 3]]",[3.214953175112251e-06]
layer_4,280,"[[25, [7, 7, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 3], [95, 3]]",[3.1866742039255915e-06]
