layer,trial_index,tile_size,execution_time
layer_4,78,"[[25, [7, 7, 1, 1, 1]], [27, [1, 1, 4, 2, 1]], [29, [4, 1, 1]], [56, 2], [62, 1], [68, 2], [95, 2]]",[5.3875021549402e-06]
layer_4,79,"[[25, [7, 1, 7, 1, 1]], [27, [1, 2, 1, 4, 1]], [29, [1, 4, 1]], [56, 0], [62, 1], [68, 2], [95, 3]]",[8.359121874354205e-06]
layer_4,80,"[[25, [7, 7, 1, 1, 1]], [27, [1, 2, 2, 1, 2]], [29, [1, 2, 2]], [56, 0], [62, 2], [68, 1], [95, 3]]",[5.019616573809165e-06]
layer_4,81,"[[25, [7, 1, 7, 1, 1]], [27, [1, 2, 4, 1, 1]], [29, [1, 1, 4]], [56, 1], [62, 0], [68, 2], [95, 1]]",[6.352208283046433e-06]
layer_4,82,"[[25, [7, 1, 1, 7, 1]], [27, [1, 2, 2, 1, 2]], [29, [1, 4, 1]], [56, 0], [62, 0], [68, 0], [95, 4]]",[1.0885856749572813e-05]
layer_4,83,"[[25, [7, 1, 1, 7, 1]], [27, [1, 4, 2, 1, 1]], [29, [2, 2, 1]], [56, 1], [62, 1], [68, 1], [95, 1]]",[5.514601963163118e-06]
layer_4,84,"[[25, [49, 1, 1, 1, 1]], [27, [4, 2, 1, 1, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 2], [95, 1]]",[3.2047273347797466e-06]
layer_4,85,"[[25, [7, 1, 7, 1, 1]], [27, [2, 1, 1, 4, 1]], [29, [1, 4, 1]], [56, 0], [62, 0], [68, 2], [95, 0]]",[8.016843980159327e-06]
layer_4,86,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 2, 1, 2]], [29, [1, 2, 2]], [56, 2], [62, 2], [68, 1], [95, 0]]",[4.378812422192152e-06]
layer_4,87,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 2, 1, 1]], [29, [1, 2, 2]], [56, 2], [62, 0], [68, 0], [95, 1]]",[4.798383864459083e-06]
layer_4,88,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [2, 1, 2]], [56, 1], [62, 0], [68, 1], [95, 1]]",[2.985105250346403e-06]
layer_4,89,"[[25, [7, 1, 1, 7, 1]], [27, [1, 2, 2, 1, 2]], [29, [4, 1, 1]], [56, 0], [62, 0], [68, 0], [95, 2]]",[9.01910124324023e-06]
layer_4,90,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [2, 1, 2]], [56, 1], [62, 1], [68, 2], [95, 1]]",[5.629995259613681e-06]
layer_4,91,"[[25, [1, 49, 1, 1, 1]], [27, [1, 1, 2, 2, 2]], [29, [2, 1, 2]], [56, 0], [62, 0], [68, 1], [95, 3]]",[7.591343657481212e-06]
layer_4,92,"[[25, [7, 1, 1, 7, 1]], [27, [2, 1, 2, 1, 2]], [29, [1, 1, 4]], [56, 0], [62, 1], [68, 0], [95, 2]]",[9.756986355984761e-06]
layer_4,93,"[[25, [1, 7, 1, 7, 1]], [27, [2, 1, 2, 1, 2]], [29, [1, 2, 2]], [56, 2], [62, 1], [68, 0], [95, 3]]",[6.351713197002414e-06]
layer_4,94,"[[25, [1, 49, 1, 1, 1]], [27, [4, 1, 2, 1, 1]], [29, [1, 4, 1]], [56, 0], [62, 2], [68, 0], [95, 1]]",[3.5642536389311315e-06]
layer_4,95,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [4, 1, 1]], [56, 2], [62, 0], [68, 1], [95, 4]]",[2.9525243343325694e-06]
layer_4,96,"[[25, [7, 1, 7, 1, 1]], [27, [2, 4, 1, 1, 1]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 1], [95, 0]]",[3.718296055322155e-06]
layer_4,97,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 1], [95, 1]]",[2.9734503314648444e-06]
layer_4,98,"[[25, [7, 1, 1, 7, 1]], [27, [1, 2, 1, 1, 4]], [29, [1, 4, 1]], [56, 0], [62, 0], [68, 1], [95, 1]]",[1.154602480761442e-05]
layer_4,99,"[[25, [7, 1, 7, 1, 1]], [27, [1, 2, 1, 4, 1]], [29, [2, 2, 1]], [56, 0], [62, 1], [68, 1], [95, 3]]",[7.901257606094643e-06]
layer_4,100,"[[25, [7, 1, 1, 7, 1]], [27, [1, 1, 2, 1, 4]], [29, [1, 1, 4]], [56, 1], [62, 0], [68, 2], [95, 4]]",[1.1692944714459296e-05]
layer_4,101,"[[25, [49, 1, 1, 1, 1]], [27, [1, 8, 1, 1, 1]], [29, [2, 2, 1]], [56, 1], [62, 1], [68, 2], [95, 0]]",[3.3651817426005985e-06]
layer_4,102,"[[25, [1, 7, 7, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [4, 1, 1]], [56, 1], [62, 2], [68, 0], [95, 2]]",[3.39475810180137e-06]
layer_4,103,"[[25, [7, 1, 7, 1, 1]], [27, [4, 2, 1, 1, 1]], [29, [2, 1, 2]], [56, 2], [62, 2], [68, 1], [95, 0]]",[3.029052327899613e-06]
layer_4,104,"[[25, [1, 49, 1, 1, 1]], [27, [1, 1, 2, 2, 2]], [29, [4, 1, 1]], [56, 0], [62, 0], [68, 1], [95, 3]]",[7.214820372240658e-06]
layer_4,105,"[[25, [7, 1, 1, 7, 1]], [27, [1, 1, 8, 1, 1]], [29, [4, 1, 1]], [56, 1], [62, 1], [68, 0], [95, 4]]",[6.104539798004088e-06]
layer_4,106,"[[25, [1, 7, 7, 1, 1]], [27, [1, 2, 2, 2, 1]], [29, [2, 1, 2]], [56, 3], [62, 2], [68, 0], [95, 2]]",[10000000000]
layer_4,107,"[[25, [1, 7, 7, 1, 1]], [27, [4, 1, 2, 1, 1]], [29, [1, 1, 4]], [56, 1], [62, 0], [68, 1], [95, 4]]",[6.537642458777885e-06]
layer_4,108,"[[25, [7, 1, 1, 7, 1]], [27, [1, 1, 4, 2, 1]], [29, [2, 2, 1]], [56, 2], [62, 1], [68, 0], [95, 4]]",[6.072122417750574e-06]
layer_4,109,"[[25, [7, 1, 1, 7, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 2, 2]], [56, 1], [62, 2], [68, 3], [95, 4]]",[4.688886382090245e-06]
layer_4,110,"[[25, [7, 7, 1, 1, 1]], [27, [1, 2, 1, 4, 1]], [29, [1, 4, 1]], [56, 2], [62, 2], [68, 2], [95, 1]]",[3.233957264129628e-06]
layer_4,111,"[[25, [1, 49, 1, 1, 1]], [27, [1, 2, 4, 1, 1]], [29, [2, 2, 1]], [56, 1], [62, 1], [68, 3], [95, 1]]",[3.077899975603806e-06]
layer_4,112,"[[25, [1, 7, 7, 1, 1]], [27, [1, 2, 2, 2, 1]], [29, [2, 2, 1]], [56, 1], [62, 2], [68, 0], [95, 2]]",[4.5296743502128614e-06]
layer_4,113,"[[25, [7, 1, 1, 7, 1]], [27, [4, 1, 2, 1, 1]], [29, [1, 1, 4]], [56, 1], [62, 0], [68, 2], [95, 2]]",[5.796133914331283e-06]
layer_4,114,"[[25, [1, 7, 7, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 1, 4]], [56, 3], [62, 2], [68, 1], [95, 4]]",[10000000000]
layer_4,115,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 2, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 0], [68, 1], [95, 1]]",[2.9811805294853744e-06]
layer_4,116,"[[25, [1, 49, 1, 1, 1]], [27, [8, 1, 1, 1, 1]], [29, [1, 4, 1]], [56, 0], [62, 1], [68, 1], [95, 1]]",[6.334970036741416e-06]
layer_4,117,"[[25, [1, 7, 7, 1, 1]], [27, [1, 2, 2, 2, 1]], [29, [2, 1, 2]], [56, 3], [62, 2], [68, 2], [95, 2]]",[10000000000]
layer_4,118,"[[25, [7, 1, 7, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [4, 1, 1]], [56, 0], [62, 1], [68, 0], [95, 1]]",[4.345272993989802e-06]
layer_4,119,"[[25, [7, 7, 1, 1, 1]], [27, [1, 4, 2, 1, 1]], [29, [1, 4, 1]], [56, 0], [62, 2], [68, 1], [95, 4]]",[3.844036358046044e-06]
layer_4,120,"[[25, [7, 7, 1, 1, 1]], [27, [1, 1, 1, 2, 4]], [29, [2, 2, 1]], [56, 2], [62, 2], [68, 3], [95, 2]]",[3.1712193660855782e-06]
layer_4,121,"[[25, [7, 1, 7, 1, 1]], [27, [1, 2, 2, 1, 2]], [29, [2, 1, 2]], [56, 0], [62, 2], [68, 2], [95, 3]]",[6.627462727563078e-06]
layer_4,122,"[[25, [1, 7, 1, 7, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 2, 2]], [56, 1], [62, 2], [68, 3], [95, 4]]",[4.9564183032568396e-06]
layer_4,123,"[[25, [1, 7, 7, 1, 1]], [27, [2, 4, 1, 1, 1]], [29, [1, 1, 4]], [56, 0], [62, 1], [68, 2], [95, 4]]",[6.024339281057925e-06]
layer_4,124,"[[25, [7, 1, 1, 7, 1]], [27, [2, 1, 1, 2, 2]], [29, [2, 2, 1]], [56, 1], [62, 2], [68, 3], [95, 0]]",[5.372242079043507e-06]
layer_4,125,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 2, 2, 1]], [29, [1, 4, 1]], [56, 2], [62, 0], [68, 0], [95, 2]]",[3.1263883052041532e-06]
layer_4,126,"[[25, [1, 7, 1, 7, 1]], [27, [2, 2, 2, 1, 1]], [29, [1, 4, 1]], [56, 1], [62, 1], [68, 2], [95, 1]]",[6.273300841431619e-06]
layer_4,127,"[[25, [7, 1, 7, 1, 1]], [27, [1, 2, 2, 2, 1]], [29, [1, 1, 4]], [56, 3], [62, 2], [68, 0], [95, 1]]",[10000000000]
layer_4,128,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 2], [95, 2]]",[3.2295410047785095e-06]
layer_4,129,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 2, 1]], [29, [1, 2, 2]], [56, 1], [62, 1], [68, 2], [95, 3]]",[3.3925769280723176e-06]
layer_4,130,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 1], [95, 3]]",[3.627996866385038e-06]
layer_4,131,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [1, 1, 4]], [56, 1], [62, 2], [68, 1], [95, 3]]",[3.297791596567072e-06]
layer_4,132,"[[25, [7, 7, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 3], [95, 3]]",[3.3154764082672383e-06]
layer_4,133,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 1], [95, 3]]",[2.999331569664903e-06]
layer_4,134,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 4, 1]], [56, 2], [62, 1], [68, 1], [95, 3]]",[2.9584028745644598e-06]
layer_4,135,"[[25, [49, 1, 1, 1, 1]], [27, [1, 4, 1, 1, 2]], [29, [1, 4, 1]], [56, 2], [62, 1], [68, 1], [95, 2]]",[2.9934030146298212e-06]
layer_4,136,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 0], [68, 1], [95, 3]]",[3.6587406221753536e-06]
layer_4,137,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 3], [95, 3]]",[3.1919924181219316e-06]
layer_4,138,"[[25, [7, 7, 1, 1, 1]], [27, [4, 1, 1, 1, 2]], [29, [1, 1, 4]], [56, 2], [62, 2], [68, 2], [95, 3]]",[3.346586663023928e-06]
layer_4,139,"[[25, [49, 1, 1, 1, 1]], [27, [1, 2, 1, 2, 2]], [29, [2, 1, 2]], [56, 1], [62, 1], [68, 3], [95, 3]]",[3.44652599572673e-06]
layer_4,140,"[[25, [49, 1, 1, 1, 1]], [27, [1, 2, 1, 4, 1]], [29, [2, 1, 2]], [56, 1], [62, 1], [68, 2], [95, 3]]",[3.4734611144397846e-06]
