layer,trial_index,tile_size,execution_time
layer_8,35,"[[31, [13, 1, 1, 1, 1]], [33, [8, 1, 1, 1, 2]], [35, [36, 2, 2]], [62, 1], [68, 1], [74, 2], [101, 4]]",[0.00011509560941000748]
layer_8,36,"[[31, [1, 13, 1, 1, 1]], [33, [1, 1, 8, 2, 1]], [35, [72, 2, 1]], [62, 1], [68, 0], [74, 0], [101, 4]]",[7.572240229312063e-05]
layer_8,37,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 1, 1, 4]], [35, [144, 1, 1]], [62, 0], [68, 0], [74, 3], [101, 4]]",[10000000000]
layer_8,38,"[[31, [1, 13, 1, 1, 1]], [33, [4, 2, 2, 1, 1]], [35, [72, 2, 1]], [62, 1], [68, 0], [74, 1], [101, 0]]",[4.110949203187251e-05]
layer_8,39,"[[31, [1, 1, 13, 1, 1]], [33, [4, 1, 1, 4, 1]], [35, [72, 1, 2]], [62, 0], [68, 3], [74, 2], [101, 0]]",[0.00011457554981818182]
layer_8,40,"[[31, [1, 13, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [48, 1, 3]], [62, 1], [68, 1], [74, 2], [101, 3]]",[4.739587915216704e-05]
layer_8,41,"[[31, [1, 1, 1, 13, 1]], [33, [4, 1, 1, 4, 1]], [35, [48, 1, 3]], [62, 0], [68, 1], [74, 0], [101, 2]]",[0.001909199679245283]
layer_8,42,"[[31, [13, 1, 1, 1, 1]], [33, [1, 2, 4, 2, 1]], [35, [36, 4, 1]], [62, 0], [68, 0], [74, 1], [101, 3]]",[5.034305699658703e-05]
layer_8,43,"[[31, [1, 13, 1, 1, 1]], [33, [4, 1, 4, 1, 1]], [35, [12, 6, 2]], [62, 0], [68, 1], [74, 1], [101, 4]]",[7.365617389186556e-05]
layer_8,44,"[[31, [1, 1, 1, 13, 1]], [33, [1, 2, 2, 1, 4]], [35, [36, 2, 2]], [62, 0], [68, 1], [74, 3], [101, 3]]",[0.00017264930743982493]
layer_8,45,"[[31, [1, 13, 1, 1, 1]], [33, [1, 8, 2, 1, 1]], [35, [24, 6, 1]], [62, 0], [68, 0], [74, 2], [101, 3]]",[2.728220890545312e-05]
layer_8,46,"[[31, [1, 1, 1, 13, 1]], [33, [2, 4, 2, 1, 1]], [35, [72, 2, 1]], [62, 1], [68, 1], [74, 3], [101, 4]]",[10000000000]
layer_8,47,"[[31, [1, 13, 1, 1, 1]], [33, [4, 1, 2, 2, 1]], [35, [48, 3, 1]], [62, 2], [68, 1], [74, 2], [101, 2]]",[7.553289491859892e-05]
layer_8,48,"[[31, [1, 13, 1, 1, 1]], [33, [1, 2, 4, 1, 2]], [35, [72, 2, 1]], [62, 0], [68, 3], [74, 2], [101, 1]]",[0.00012937094117647057]
layer_8,49,"[[31, [1, 1, 1, 13, 1]], [33, [1, 2, 2, 2, 2]], [35, [48, 3, 1]], [62, 0], [68, 2], [74, 1], [101, 1]]",[0.00102864083974359]
layer_8,50,"[[31, [1, 13, 1, 1, 1]], [33, [1, 8, 1, 1, 2]], [35, [12, 12, 1]], [62, 0], [68, 1], [74, 3], [101, 3]]",[10000000000]
layer_8,51,"[[31, [1, 13, 1, 1, 1]], [33, [1, 1, 1, 16, 1]], [35, [72, 2, 1]], [62, 2], [68, 1], [74, 3], [101, 3]]",[10000000000]
layer_8,52,"[[31, [13, 1, 1, 1, 1]], [33, [8, 1, 2, 1, 1]], [35, [48, 1, 3]], [62, 0], [68, 0], [74, 2], [101, 3]]",[4.168132004555808e-05]
layer_8,53,"[[31, [1, 1, 1, 13, 1]], [33, [2, 1, 1, 2, 4]], [35, [36, 1, 4]], [62, 2], [68, 2], [74, 1], [101, 2]]",[0.0019345132307692309]
layer_8,54,"[[31, [13, 1, 1, 1, 1]], [33, [1, 1, 1, 16, 1]], [35, [72, 2, 1]], [62, 2], [68, 3], [74, 2], [101, 2]]",[0.0005688772014134275]
layer_8,55,"[[31, [1, 13, 1, 1, 1]], [33, [8, 2, 1, 1, 1]], [35, [12, 6, 2]], [62, 0], [68, 0], [74, 1], [101, 4]]",[3.685727727272727e-05]
layer_8,56,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [144, 1, 1]], [62, 0], [68, 2], [74, 2], [101, 1]]",[0.0001227556065830721]
layer_8,57,"[[31, [1, 1, 1, 13, 1]], [33, [8, 1, 2, 1, 1]], [35, [36, 4, 1]], [62, 1], [68, 2], [74, 2], [101, 1]]",[0.0005052952767295597]
layer_8,58,"[[31, [13, 1, 1, 1, 1]], [33, [1, 16, 1, 1, 1]], [35, [18, 4, 2]], [62, 0], [68, 1], [74, 3], [101, 3]]",[0.00010624140300546449]
layer_8,59,"[[31, [1, 1, 1, 13, 1]], [33, [4, 1, 1, 4, 1]], [35, [144, 1, 1]], [62, 0], [68, 1], [74, 0], [101, 2]]",[0.0013707572191780822]
layer_8,60,"[[31, [1, 1, 13, 1, 1]], [33, [2, 2, 1, 2, 2]], [35, [36, 1, 4]], [62, 3], [68, 1], [74, 1], [101, 0]]",[0.00014617460000000001]
layer_8,61,"[[31, [13, 1, 1, 1, 1]], [33, [8, 1, 2, 1, 1]], [35, [18, 2, 4]], [62, 0], [68, 2], [74, 1], [101, 2]]",[7.080611990632318e-05]
layer_8,62,"[[31, [1, 1, 13, 1, 1]], [33, [4, 1, 1, 1, 4]], [35, [72, 1, 2]], [62, 0], [68, 3], [74, 1], [101, 3]]",[0.00010284884794156706]
layer_8,63,"[[31, [1, 13, 1, 1, 1]], [33, [2, 2, 2, 2, 1]], [35, [24, 6, 1]], [62, 0], [68, 0], [74, 1], [101, 0]]",[0.0002079572179656539]
layer_8,64,"[[31, [1, 1, 13, 1, 1]], [33, [8, 1, 2, 1, 1]], [35, [36, 4, 1]], [62, 1], [68, 2], [74, 2], [101, 1]]",[6.528972064600612e-05]
layer_8,65,"[[31, [1, 13, 1, 1, 1]], [33, [4, 1, 2, 2, 1]], [35, [72, 2, 1]], [62, 0], [68, 0], [74, 3], [101, 0]]",[10000000000]
layer_8,66,"[[31, [13, 1, 1, 1, 1]], [33, [1, 2, 4, 2, 1]], [35, [16, 9, 1]], [62, 0], [68, 1], [74, 0], [101, 1]]",[0.00015978736639676115]
layer_8,67,"[[31, [1, 13, 1, 1, 1]], [33, [1, 4, 2, 1, 2]], [35, [36, 2, 2]], [62, 2], [68, 0], [74, 1], [101, 3]]",[7.169561321626617e-05]
layer_8,68,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [48, 3, 1]], [62, 2], [68, 2], [74, 1], [101, 1]]",[0.00017313845701849836]
layer_8,69,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 2], [68, 1], [74, 2], [101, 3]]",[1.540068757475083e-05]
layer_8,70,"[[31, [13, 1, 1, 1, 1]], [33, [2, 2, 2, 2, 1]], [35, [24, 3, 2]], [62, 2], [68, 1], [74, 1], [101, 2]]",[6.285317980809345e-05]
layer_8,71,"[[31, [13, 1, 1, 1, 1]], [33, [2, 2, 1, 1, 4]], [35, [36, 1, 4]], [62, 1], [68, 0], [74, 1], [101, 3]]",[0.00013685290655021833]
layer_8,72,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [6, 12, 2]], [62, 0], [68, 2], [74, 1], [101, 1]]",[0.0001678532954303932]
layer_8,73,"[[31, [1, 1, 13, 1, 1]], [33, [2, 2, 2, 2, 1]], [35, [144, 1, 1]], [62, 3], [68, 3], [74, 0], [101, 3]]",[0.00021781361833105335]
layer_8,74,"[[31, [1, 1, 1, 13, 1]], [33, [2, 2, 2, 1, 2]], [35, [48, 3, 1]], [62, 0], [68, 2], [74, 1], [101, 3]]",[0.0009249192126436781]
layer_8,75,"[[31, [13, 1, 1, 1, 1]], [33, [1, 1, 2, 8, 1]], [35, [36, 1, 4]], [62, 1], [68, 0], [74, 1], [101, 1]]",[0.00010442539531772574]
layer_8,76,"[[31, [13, 1, 1, 1, 1]], [33, [4, 1, 1, 2, 2]], [35, [24, 6, 1]], [62, 2], [68, 0], [74, 3], [101, 3]]",[10000000000]
layer_8,77,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [72, 2, 1]], [62, 1], [68, 3], [74, 0], [101, 4]]",[3.35656703348162e-05]
layer_8,78,"[[31, [13, 1, 1, 1, 1]], [33, [4, 4, 1, 1, 1]], [35, [12, 12, 1]], [62, 1], [68, 3], [74, 1], [101, 1]]",[0.00017877680067567565]
layer_8,79,"[[31, [13, 1, 1, 1, 1]], [33, [1, 16, 1, 1, 1]], [35, [18, 4, 2]], [62, 0], [68, 0], [74, 3], [101, 4]]",[0.00011731448215641609]
layer_8,80,"[[31, [13, 1, 1, 1, 1]], [33, [2, 2, 1, 2, 2]], [35, [144, 1, 1]], [62, 0], [68, 2], [74, 0], [101, 0]]",[0.00015662019146825396]
layer_8,81,"[[31, [1, 1, 1, 13, 1]], [33, [2, 1, 2, 1, 4]], [35, [36, 4, 1]], [62, 0], [68, 1], [74, 1], [101, 2]]",[0.0003357142827004219]
layer_8,82,"[[31, [13, 1, 1, 1, 1]], [33, [4, 2, 2, 1, 1]], [35, [18, 4, 2]], [62, 0], [68, 1], [74, 2], [101, 0]]",[3.533070947570947e-05]
layer_8,83,"[[31, [1, 13, 1, 1, 1]], [33, [1, 2, 2, 2, 2]], [35, [24, 3, 2]], [62, 0], [68, 2], [74, 1], [101, 3]]",[0.00022644118361581921]
layer_8,84,"[[31, [13, 1, 1, 1, 1]], [33, [1, 1, 2, 8, 1]], [35, [36, 2, 2]], [62, 1], [68, 0], [74, 1], [101, 3]]",[0.00015239778653846153]
layer_8,85,"[[31, [13, 1, 1, 1, 1]], [33, [1, 1, 4, 1, 4]], [35, [72, 2, 1]], [62, 0], [68, 3], [74, 0], [101, 1]]",[0.00018012307474518687]
layer_8,86,"[[31, [1, 13, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [24, 2, 3]], [62, 1], [68, 1], [74, 2], [101, 1]]",[0.00016312741855670104]
layer_8,87,"[[31, [1, 13, 1, 1, 1]], [33, [4, 2, 1, 2, 1]], [35, [48, 3, 1]], [62, 1], [68, 0], [74, 2], [101, 0]]",[0.00029685380555555555]
layer_8,88,"[[31, [13, 1, 1, 1, 1]], [33, [4, 1, 1, 1, 4]], [35, [9, 4, 4]], [62, 0], [68, 2], [74, 2], [101, 0]]",[0.00033654394758909857]
layer_8,89,"[[31, [1, 13, 1, 1, 1]], [33, [1, 4, 2, 1, 2]], [35, [36, 2, 2]], [62, 0], [68, 2], [74, 3], [101, 3]]",[2.941722834994463e-05]
layer_8,90,"[[31, [13, 1, 1, 1, 1]], [33, [4, 1, 2, 1, 2]], [35, [18, 4, 2]], [62, 0], [68, 3], [74, 1], [101, 0]]",[3.0374725465041692e-05]
layer_8,91,"[[31, [1, 13, 1, 1, 1]], [33, [4, 2, 1, 2, 1]], [35, [48, 3, 1]], [62, 2], [68, 0], [74, 0], [101, 0]]",[0.0003070798711538462]
layer_8,92,"[[31, [13, 1, 1, 1, 1]], [33, [2, 2, 1, 2, 2]], [35, [72, 1, 2]], [62, 2], [68, 2], [74, 1], [101, 0]]",[8.205836044657097e-05]
layer_8,93,"[[31, [1, 13, 1, 1, 1]], [33, [2, 1, 1, 4, 2]], [35, [48, 3, 1]], [62, 1], [68, 3], [74, 0], [101, 2]]",[0.0005988221791044776]
layer_8,94,"[[31, [1, 1, 13, 1, 1]], [33, [4, 1, 2, 1, 2]], [35, [48, 1, 3]], [62, 2], [68, 0], [74, 3], [101, 0]]",[10000000000]
layer_8,95,"[[31, [13, 1, 1, 1, 1]], [33, [4, 1, 1, 4, 1]], [35, [48, 1, 3]], [62, 0], [68, 3], [74, 0], [101, 2]]",[0.00024226186280487802]
layer_8,96,"[[31, [1, 1, 1, 13, 1]], [33, [2, 2, 1, 4, 1]], [35, [36, 2, 2]], [62, 2], [68, 1], [74, 2], [101, 2]]",[0.0012982472868852458]
layer_8,97,"[[31, [1, 1, 13, 1, 1]], [33, [4, 1, 1, 1, 4]], [35, [72, 2, 1]], [62, 0], [68, 1], [74, 1], [101, 0]]",[8.767118326693228e-05]
layer_8,98,"[[31, [13, 1, 1, 1, 1]], [33, [2, 2, 2, 1, 2]], [35, [48, 3, 1]], [62, 0], [68, 2], [74, 0], [101, 3]]",[0.00014452961192660548]
layer_8,99,"[[31, [1, 13, 1, 1, 1]], [33, [8, 1, 2, 1, 1]], [35, [18, 2, 4]], [62, 0], [68, 3], [74, 1], [101, 2]]",[3.209869944629014e-05]
layer_8,100,"[[31, [1, 13, 1, 1, 1]], [33, [1, 1, 4, 2, 2]], [35, [72, 1, 2]], [62, 0], [68, 3], [74, 1], [101, 3]]",[0.0001916287039711191]
layer_8,101,"[[31, [13, 1, 1, 1, 1]], [33, [1, 1, 4, 4, 1]], [35, [36, 4, 1]], [62, 1], [68, 0], [74, 1], [101, 2]]",[7.321575708113298e-05]
layer_8,102,"[[31, [13, 1, 1, 1, 1]], [33, [16, 1, 1, 1, 1]], [35, [18, 2, 4]], [62, 0], [68, 2], [74, 0], [101, 2]]",[0.00011683779073243648]
layer_8,103,"[[31, [13, 1, 1, 1, 1]], [33, [2, 1, 8, 1, 1]], [35, [24, 2, 3]], [62, 2], [68, 1], [74, 2], [101, 1]]",[5.252193619283941e-05]
layer_8,104,"[[31, [13, 1, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [48, 1, 3]], [62, 0], [68, 1], [74, 2], [101, 0]]",[0.000194064]
layer_8,105,"[[31, [13, 1, 1, 1, 1]], [33, [2, 2, 2, 1, 2]], [35, [72, 2, 1]], [62, 2], [68, 2], [74, 2], [101, 0]]",[8.160327415966387e-05]
layer_8,106,"[[31, [13, 1, 1, 1, 1]], [33, [4, 1, 1, 4, 1]], [35, [48, 1, 3]], [62, 2], [68, 0], [74, 0], [101, 2]]",[0.00014944819694072658]
layer_8,107,"[[31, [13, 1, 1, 1, 1]], [33, [1, 8, 2, 1, 1]], [35, [144, 1, 1]], [62, 1], [68, 3], [74, 2], [101, 4]]",[0.0001939905644171779]
layer_8,108,"[[31, [13, 1, 1, 1, 1]], [33, [2, 2, 1, 2, 2]], [35, [72, 2, 1]], [62, 2], [68, 2], [74, 0], [101, 0]]",[8.388431284004353e-05]
layer_8,109,"[[31, [1, 13, 1, 1, 1]], [33, [2, 8, 1, 1, 1]], [35, [6, 6, 4]], [62, 2], [68, 1], [74, 1], [101, 1]]",[0.00016367003402061855]
layer_8,110,"[[31, [1, 13, 1, 1, 1]], [33, [2, 1, 1, 4, 2]], [35, [16, 3, 3]], [62, 0], [68, 0], [74, 1], [101, 1]]",[0.00031871624254473156]
layer_8,111,"[[31, [1, 13, 1, 1, 1]], [33, [1, 16, 1, 1, 1]], [35, [24, 6, 1]], [62, 0], [68, 0], [74, 2], [101, 1]]",[0.0001583639165829146]
layer_8,112,"[[31, [13, 1, 1, 1, 1]], [33, [1, 1, 4, 4, 1]], [35, [36, 4, 1]], [62, 1], [68, 2], [74, 1], [101, 2]]",[4.6320692186017085e-05]
layer_8,113,"[[31, [13, 1, 1, 1, 1]], [33, [1, 8, 1, 2, 1]], [35, [12, 12, 1]], [62, 1], [68, 0], [74, 1], [101, 0]]",[0.00029135220545454545]
layer_8,114,"[[31, [13, 1, 1, 1, 1]], [33, [1, 8, 1, 2, 1]], [35, [12, 12, 1]], [62, 2], [68, 2], [74, 1], [101, 0]]",[0.00023381434621099555]
layer_8,115,"[[31, [1, 1, 1, 13, 1]], [33, [4, 1, 1, 4, 1]], [35, [72, 1, 2]], [62, 2], [68, 1], [74, 2], [101, 1]]",[0.00021044230383091147]
layer_8,116,"[[31, [1, 1, 13, 1, 1]], [33, [4, 1, 1, 4, 1]], [35, [48, 1, 3]], [62, 0], [68, 3], [74, 0], [101, 2]]",[0.0002216001745810056]
layer_8,117,"[[31, [13, 1, 1, 1, 1]], [33, [1, 2, 2, 1, 4]], [35, [72, 2, 1]], [62, 0], [68, 3], [74, 1], [101, 2]]",[0.00024868249764521195]
layer_8,118,"[[31, [13, 1, 1, 1, 1]], [33, [1, 2, 4, 2, 1]], [35, [18, 8, 1]], [62, 0], [68, 0], [74, 1], [101, 4]]",[5.495516209386281e-05]
layer_8,119,"[[31, [1, 13, 1, 1, 1]], [33, [2, 1, 1, 4, 2]], [35, [24, 3, 2]], [62, 1], [68, 3], [74, 1], [101, 2]]",[0.0004135474559585493]
layer_8,120,"[[31, [13, 1, 1, 1, 1]], [33, [8, 1, 1, 1, 2]], [35, [8, 9, 2]], [62, 0], [68, 3], [74, 1], [101, 4]]",[8.238106078536847e-05]
layer_8,121,"[[31, [1, 1, 1, 13, 1]], [33, [1, 2, 2, 1, 4]], [35, [36, 1, 4]], [62, 2], [68, 1], [74, 3], [101, 3]]",[0.00016504261755485893]
layer_8,122,"[[31, [1, 13, 1, 1, 1]], [33, [1, 4, 1, 4, 1]], [35, [48, 3, 1]], [62, 2], [68, 2], [74, 2], [101, 3]]",[0.0001260631229903537]
layer_8,123,"[[31, [1, 13, 1, 1, 1]], [33, [1, 2, 2, 2, 2]], [35, [24, 3, 2]], [62, 0], [68, 2], [74, 1], [101, 0]]",[0.00031965356886227547]
layer_8,124,"[[31, [1, 1, 1, 13, 1]], [33, [4, 1, 2, 1, 2]], [35, [48, 1, 3]], [62, 2], [68, 1], [74, 3], [101, 3]]",[10000000000]
layer_8,125,"[[31, [13, 1, 1, 1, 1]], [33, [1, 8, 1, 1, 2]], [35, [18, 8, 1]], [62, 0], [68, 0], [74, 2], [101, 1]]",[0.0001743495907079646]
layer_8,126,"[[31, [1, 13, 1, 1, 1]], [33, [4, 2, 2, 1, 1]], [35, [6, 24, 1]], [62, 0], [68, 2], [74, 1], [101, 3]]",[7.213948056206088e-05]
layer_8,127,"[[31, [1, 13, 1, 1, 1]], [33, [4, 2, 2, 1, 1]], [35, [16, 3, 3]], [62, 2], [68, 3], [74, 0], [101, 0]]",[0.00012862049749582638]
layer_8,128,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 2], [68, 1], [74, 1], [101, 3]]",[1.5270074791192104e-05]
layer_8,129,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 2], [68, 1], [74, 3], [101, 3]]",[1.460999236815127e-05]
layer_8,130,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [8, 18, 1]], [62, 2], [68, 1], [74, 2], [101, 3]]",[1.790851324599709e-05]
layer_8,131,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [8, 6, 3]], [62, 2], [68, 1], [74, 2], [101, 3]]",[1.7905095050946144e-05]
layer_8,132,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 2], [68, 2], [74, 2], [101, 3]]",[1.7063191976714757e-05]
layer_8,133,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 2], [68, 2], [74, 3], [101, 3]]",[1.8605786839145108e-05]
layer_8,134,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 1], [68, 1], [74, 2], [101, 3]]",[1.5353390787142497e-05]
layer_8,135,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 1], [68, 1], [74, 3], [101, 3]]",[1.4754578224738045e-05]
layer_8,136,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 0], [68, 1], [74, 1], [101, 3]]",[1.4609296940748323e-05]
layer_8,137,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 0], [68, 1], [74, 3], [101, 3]]",[1.4947716398172638e-05]
layer_8,138,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 0], [68, 1], [74, 2], [101, 3]]",[1.5601649434960326e-05]
layer_8,139,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 2], [68, 1], [74, 0], [101, 3]]",[1.6865773576309796e-05]
layer_8,140,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 9, 1]], [62, 2], [68, 3], [74, 1], [101, 3]]",[1.7028064318936875e-05]
layer_8,141,"[[31, [13, 1, 1, 1, 1]], [33, [1, 4, 4, 1, 1]], [35, [16, 3, 3]], [62, 2], [68, 3], [74, 1], [101, 3]]",[1.702834885881104e-05]
