layer,trial_index,tile_size,execution_time
layer_5,137,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 3], [95, 2]]",[9.939606696281671e-06]
layer_5,138,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 1], [95, 4]]",[3.5336701208981005e-05]
layer_5,139,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 3], [68, 0], [95, 2]]",[2.4650319144762652e-05]
layer_5,140,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 1], [95, 2]]",[1.1720882191000569e-05]
layer_5,141,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 1], [95, 2]]",[1.1521210058612213e-05]
layer_5,142,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 1], [68, 0], [95, 2]]",[3.326938528138528e-05]
layer_5,143,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 0], [95, 4]]",[1.7375595442009e-05]
layer_5,144,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 0], [95, 4]]",[1.7446465507571508e-05]
layer_5,145,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 0], [95, 2]]",[7.21754959114959e-05]
layer_5,146,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [24, 1, 3]], [56, 1], [62, 2], [68, 3], [95, 3]]",[10000000000]
layer_5,147,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [24, 1, 3]], [56, 1], [62, 2], [68, 3], [95, 2]]",[10000000000]
layer_5,148,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [24, 3, 1]], [56, 1], [62, 2], [68, 3], [95, 2]]",[10000000000]
layer_5,149,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [72, 1, 1]], [56, 2], [62, 2], [68, 2], [95, 3]]",[5.5754117143919675e-05]
layer_5,150,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [24, 3, 1]], [56, 1], [62, 0], [68, 1], [95, 2]]",[1.6802575048732945e-05]
layer_5,151,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [24, 1, 3]], [56, 1], [62, 0], [68, 3], [95, 2]]",[10000000000]
layer_5,152,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [24, 3, 1]], [56, 1], [62, 0], [68, 3], [95, 2]]",[10000000000]
layer_5,153,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [24, 3, 1]], [56, 1], [62, 0], [68, 0], [95, 2]]",[1.691814274867122e-05]
layer_5,154,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [3, 12, 2]], [56, 1], [62, 2], [68, 3], [95, 2]]",[10000000000]
layer_5,155,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 0], [62, 2], [68, 2], [95, 0]]",[1.3537290586336739e-05]
layer_5,156,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 0], [62, 2], [68, 3], [95, 0]]",[1.3569776381909547e-05]
layer_5,157,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [72, 1, 1]], [56, 1], [62, 0], [68, 3], [95, 2]]",[10000000000]
layer_5,158,"[[25, [49, 1, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [9, 4, 2]], [56, 0], [62, 3], [68, 2], [95, 0]]",[2.087511691188103e-05]
layer_5,159,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [3, 12, 2]], [56, 1], [62, 0], [68, 3], [95, 2]]",[10000000000]
layer_5,160,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [3, 12, 2]], [56, 1], [62, 2], [68, 1], [95, 2]]",[7.650504902451226e-05]
layer_5,161,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 0], [62, 3], [68, 2], [95, 0]]",[1.4976897076332848e-05]
layer_5,162,"[[25, [49, 1, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [9, 4, 2]], [56, 0], [62, 2], [68, 2], [95, 0]]",[1.7744899749373437e-05]
layer_5,163,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 2], [62, 2], [68, 2], [95, 0]]",[1.3248104231786489e-05]
layer_5,164,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [3, 24, 1]], [56, 2], [62, 2], [68, 0], [95, 4]]",[2.4030518695729223e-05]
layer_5,165,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [3, 12, 2]], [56, 2], [62, 2], [68, 0], [95, 4]]",[2.4032222161372763e-05]
layer_5,166,"[[25, [49, 1, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [9, 4, 2]], [56, 1], [62, 3], [68, 2], [95, 0]]",[2.048606545178436e-05]
layer_5,167,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 1], [62, 3], [68, 2], [95, 0]]",[1.4358008986035215e-05]
layer_5,168,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 1], [62, 2], [68, 1], [95, 0]]",[1.4099891546443938e-05]
layer_5,169,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [6, 12, 1]], [56, 1], [62, 2], [68, 0], [95, 4]]",[1.3944021893191596e-05]
layer_5,170,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [3, 12, 2]], [56, 1], [62, 2], [68, 0], [95, 4]]",[2.4089336523125995e-05]
layer_5,171,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 3], [68, 3], [95, 2]]",[1.276837575941677e-05]
layer_5,172,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 0], [62, 3], [68, 3], [95, 2]]",[1.2766717091940057e-05]
layer_5,173,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [3, 12, 2]], [56, 2], [62, 2], [68, 0], [95, 2]]",[7.559033316455696e-05]
layer_5,174,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [3, 12, 2]], [56, 1], [62, 2], [68, 0], [95, 2]]",[7.56384797803295e-05]
layer_5,175,"[[25, [49, 1, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [9, 4, 2]], [56, 1], [62, 2], [68, 2], [95, 0]]",[1.7252189102990032e-05]
layer_5,176,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 2], [62, 3], [68, 2], [95, 0]]",[1.4375643904784805e-05]
layer_5,177,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 2], [62, 2], [68, 1], [95, 0]]",[1.3391549607016746e-05]
layer_5,178,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [3, 12, 2]], [56, 0], [62, 1], [68, 2], [95, 0]]",[0.00013509526176218992]
layer_5,179,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 1], [62, 3], [68, 1], [95, 0]]",[1.4437944754527849e-05]
layer_5,180,"[[25, [49, 1, 1, 1, 1]], [27, [2, 1, 1, 2, 2]], [29, [9, 4, 2]], [56, 0], [62, 2], [68, 1], [95, 0]]",[2.7835003334641035e-05]
layer_5,181,"[[25, [49, 1, 1, 1, 1]], [27, [2, 1, 2, 2, 1]], [29, [9, 4, 2]], [56, 0], [62, 2], [68, 1], [95, 0]]",[1.541361554817276e-05]
layer_5,182,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 0], [62, 2], [68, 0], [95, 0]]",[2.5375142882625758e-05]
layer_5,183,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [9, 4, 2]], [56, 0], [62, 2], [68, 0], [95, 0]]",[2.5360466950203796e-05]
layer_5,184,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [18, 4, 1]], [56, 1], [62, 2], [68, 2], [95, 0]]",[1.575960302957442e-05]
layer_5,185,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 0], [68, 1], [95, 2]]",[1.204188552226905e-05]
layer_5,186,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 1], [62, 2], [68, 0], [95, 0]]",[2.5325922741078203e-05]
layer_5,187,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 0], [62, 1], [68, 2], [95, 0]]",[6.69210088691796e-05]
layer_5,188,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 1], [62, 0], [68, 2], [95, 0]]",[7.436250764676862e-05]
layer_5,189,"[[25, [1, 49, 1, 1, 1]], [27, [2, 1, 2, 1, 2]], [29, [6, 3, 4]], [56, 0], [62, 1], [68, 1], [95, 0]]",[7.084843120960296e-05]
layer_5,190,"[[25, [7, 7, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [8, 9, 1]], [56, 1], [62, 2], [68, 3], [95, 4]]",[1.428199441849869e-05]
layer_5,191,"[[25, [7, 7, 1, 1, 1]], [27, [1, 2, 2, 2, 1]], [29, [4, 9, 2]], [56, 2], [62, 2], [68, 1], [95, 3]]",[2.3847070471646175e-05]
layer_5,192,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 3], [95, 2]]",[1.0438986709701918e-05]
layer_5,193,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 0], [68, 3], [95, 2]]",[1.0826196987627757e-05]
layer_5,194,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 3], [95, 3]]",[9.885749231714812e-06]
layer_5,195,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 0], [62, 0], [68, 3], [95, 3]]",[1.0829492858665529e-05]
layer_5,196,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 2], [95, 2]]",[9.627250819526889e-06]
layer_5,197,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 2], [95, 2]]",[9.724234783379108e-06]
layer_5,198,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 0], [68, 2], [95, 2]]",[1.0100829627004519e-05]
layer_5,199,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 0], [62, 0], [68, 2], [95, 2]]",[1.0113437317267654e-05]
layer_5,200,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 3], [95, 0]]",[4.29741852717709e-05]
layer_5,201,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 2], [95, 3]]",[9.721681697360928e-06]
layer_5,202,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 1], [62, 0], [68, 1], [95, 2]]",[1.1500082320777644e-05]
layer_5,203,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 3], [95, 1]]",[4.266007908889592e-05]
layer_5,204,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 0], [62, 0], [68, 1], [95, 2]]",[1.2012403604698258e-05]
layer_5,205,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 1], [95, 3]]",[1.1700376976869285e-05]
layer_5,206,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 2], [95, 0]]",[4.762338115990613e-05]
layer_5,207,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 1], [95, 3]]",[1.150107864443249e-05]
layer_5,208,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 0], [68, 1], [95, 3]]",[1.2011157269712206e-05]
layer_5,209,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 1], [68, 3], [95, 2]]",[1.0752190765492102e-05]
layer_5,210,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 3], [68, 3], [95, 2]]",[1.2432650516951191e-05]
layer_5,211,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 2], [62, 3], [68, 3], [95, 2]]",[1.2431494467028004e-05]
layer_5,212,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 1], [68, 3], [95, 2]]",[1.1177408499193115e-05]
layer_5,213,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 2], [95, 1]]",[4.7617193223750424e-05]
layer_5,214,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 0], [68, 2], [95, 0]]",[4.788144243421052e-05]
layer_5,215,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 2], [62, 2], [68, 3], [95, 0]]",[1.3034056836734694e-05]
layer_5,216,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 2, 4]], [56, 2], [62, 2], [68, 3], [95, 0]]",[1.3072731204613413e-05]
layer_5,217,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 1], [95, 0]]",[4.8330618463524845e-05]
layer_5,218,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 0], [62, 3], [68, 3], [95, 3]]",[1.2773031883688306e-05]
layer_5,219,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 1], [95, 0]]",[4.7325218718550824e-05]
layer_5,220,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 2], [68, 3], [95, 2]]",[1.261436619079991e-05]
layer_5,221,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 1], [68, 2], [95, 2]]",[1.0343996557310652e-05]
layer_5,222,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 3], [68, 2], [95, 2]]",[1.2689777729962346e-05]
layer_5,223,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 3], [95, 2]]",[9.299142974662717e-06]
layer_5,224,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 1], [68, 2], [95, 2]]",[1.0496805981112277e-05]
layer_5,225,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 1], [62, 2], [68, 3], [95, 0]]",[1.3122908030776628e-05]
layer_5,226,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 2], [68, 3], [95, 2]]",[1.3124529650050637e-05]
layer_5,227,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [9, 4, 2]], [56, 1], [62, 2], [68, 2], [95, 0]]",[1.1887947750511246e-05]
layer_5,228,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [9, 8, 1]], [56, 1], [62, 2], [68, 2], [95, 0]]",[1.2422954168908016e-05]
layer_5,229,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 3], [68, 2], [95, 2]]",[1.2696719185016451e-05]
layer_5,230,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 1], [62, 3], [68, 2], [95, 3]]",[1.2697490048413125e-05]
layer_5,231,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 0], [68, 3], [95, 3]]",[1.0190646495968814e-05]
layer_5,232,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 0], [62, 3], [68, 2], [95, 2]]",[1.2960237547068316e-05]
layer_5,233,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 3], [68, 2], [95, 2]]",[1.2955296835174171e-05]
layer_5,234,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 1], [95, 1]]",[4.874406843124597e-05]
layer_5,235,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 0], [68, 1], [95, 0]]",[4.757275260993357e-05]
layer_5,236,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 2], [68, 3], [95, 3]]",[1.2687500708788981e-05]
layer_5,237,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 1], [62, 2], [68, 3], [95, 3]]",[1.2687166970433374e-05]
layer_5,238,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 1], [68, 3], [95, 0]]",[3.929896040393304e-05]
layer_5,239,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [9, 4, 2]], [56, 2], [62, 2], [68, 1], [95, 0]]",[1.1994518991712708e-05]
layer_5,240,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [9, 4, 2]], [56, 0], [62, 2], [68, 2], [95, 0]]",[1.2221282860385925e-05]
layer_5,241,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 1], [68, 3], [95, 0]]",[3.941369287268771e-05]
layer_5,242,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 2, 4]], [56, 0], [62, 2], [68, 3], [95, 0]]",[1.35529749401982e-05]
layer_5,243,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [9, 4, 2]], [56, 0], [62, 2], [68, 3], [95, 0]]",[1.3553896369319548e-05]
layer_5,244,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 3], [68, 1], [95, 2]]",[1.3119344323168674e-05]
layer_5,245,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 1], [68, 1], [95, 2]]",[1.3430490033033376e-05]
layer_5,246,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 0], [62, 1], [68, 1], [95, 2]]",[1.343113768444949e-05]
layer_5,247,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 3], [68, 1], [95, 2]]",[1.316710465612986e-05]
layer_5,248,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 2], [95, 2]]",[8.933329433827469e-06]
layer_5,249,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 8, 1]], [56, 1], [62, 2], [68, 1], [95, 0]]",[1.4102832782777081e-05]
layer_5,250,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 8, 1]], [56, 1], [62, 2], [68, 2], [95, 0]]",[1.3424611870412554e-05]
layer_5,251,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 1, 2]], [29, [9, 4, 2]], [56, 1], [62, 2], [68, 2], [95, 0]]",[1.3428107864649496e-05]
layer_5,252,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 1, 2, 1]], [29, [9, 4, 2]], [56, 1], [62, 2], [68, 3], [95, 2]]",[5.980632604293236e-05]
layer_5,253,"[[25, [1, 7, 1, 7, 1]], [27, [1, 4, 2, 1, 1]], [29, [72, 1, 1]], [56, 1], [62, 3], [68, 0], [95, 0]]",[8.797380857310629e-05]
layer_5,254,"[[25, [7, 1, 7, 1, 1]], [27, [4, 1, 1, 2, 1]], [29, [36, 2, 1]], [56, 0], [62, 1], [68, 1], [95, 4]]",[2.8071434595524962e-05]
layer_5,255,"[[25, [1, 7, 1, 7, 1]], [27, [2, 1, 2, 2, 1]], [29, [9, 2, 4]], [56, 1], [62, 2], [68, 1], [95, 4]]",[5.6707190369540875e-05]
layer_5,256,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 2], [95, 2]]",[8.910887974976831e-06]
layer_5,257,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 3], [95, 2]]",[9.392457871888012e-06]
layer_5,258,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 0], [68, 2], [95, 2]]",[9.164504534212695e-06]
layer_5,259,"[[25, [49, 1, 1, 1, 1]], [27, [4, 1, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 3], [95, 2]]",[9.310944690647482e-06]
layer_5,260,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 2], [62, 0], [68, 3], [95, 2]]",[9.28249322820037e-06]
layer_5,261,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 2], [95, 3]]",[8.8993882907732e-06]
layer_5,262,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 0], [62, 0], [68, 3], [95, 2]]",[1.0206302045362495e-05]
layer_5,263,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 0], [68, 3], [95, 2]]",[1.0206523079649153e-05]
layer_5,264,"[[25, [49, 1, 1, 1, 1]], [27, [4, 1, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 3], [95, 3]]",[9.3128610930081e-06]
layer_5,265,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 3], [95, 3]]",[9.76118953603159e-06]
layer_5,266,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 1], [62, 1], [68, 2], [95, 2]]",[9.789556126517232e-06]
layer_5,267,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 1], [68, 2], [95, 2]]",[9.790210841086007e-06]
layer_5,268,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 0], [62, 0], [68, 2], [95, 3]]",[9.184879350541216e-06]
layer_5,269,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 1], [68, 2], [95, 2]]",[9.726313975072924e-06]
layer_5,270,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 2], [62, 0], [68, 2], [95, 2]]",[9.756991760432355e-06]
layer_5,271,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 0], [68, 1], [95, 2]]",[1.0849772996234536e-05]
layer_5,272,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 1], [62, 0], [68, 2], [95, 2]]",[9.844442517432505e-06]
layer_5,273,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 1], [95, 2]]",[1.1253306910955003e-05]
layer_5,274,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 1], [62, 1], [68, 3], [95, 2]]",[1.1121005695842035e-05]
layer_5,275,"[[25, [49, 1, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 9, 1]], [56, 0], [62, 0], [68, 3], [95, 3]]",[1.0206373342699096e-05]
layer_5,276,"[[25, [1, 49, 1, 1, 1]], [27, [2, 2, 2, 1, 1]], [29, [8, 3, 3]], [56, 2], [62, 0], [68, 2], [95, 3]]",[9.680950541104993e-06]
