Layer,N,C,H,W,K,R,S,stride,padding,dilation,Trials,Best Time (ms),Std Dev (ms),Tuning Time (min),Status
layer_mini_0,1,3,224,224,64,7,7,2,3,1,200,0.012059541527640001,0.0,5.6167888164520265,Success
